Pk,Year,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
harrito02,2021,98,Tobias Harris,PF,28,PHI,12,438,17.8,0.561,0.200,0.186,2.6,22.3,12.8,14.9,1.3,0.9,7.2,24.6,0.5,0.7,1.2,0.135,1.6,0.7,2.3,0.5
harrish01,2021,99,Shaquille Harrison,SG,27,DEN,9,40,11.6,0.846,0.250,0.750,0.0,24.4,11.3,9.6,3.7,7.1,48.4,11.2,0.0,0.1,0.0,0.009,-3.6,6.3,2.6,0.0
herroty01,2021,100,Tyler Herro,SG,21,MIA,4,93,7.9,0.450,0.500,0.184,1.0,13.1,6.8,12.8,0.5,1.0,6.8,20.8,-0.1,0.0,-0.1,-0.050,-0.8,-1.3,-2.2,0.0
hillge01,2021,101,George Hill,PG,34,PHI,12,205,8.8,0.575,0.442,0.302,2.8,5.7,4.3,11.1,1.9,1.2,17.0,12.3,0.1,0.3,0.4,0.083,-2.7,1.6,-1.1,0.0
hillso01,2021,102,Solomon Hill,PF,29,ATL,14,145,1.1,0.330,0.750,0.167,2.3,11.9,7.1,2.7,0.7,0.6,3.7,8.2,-0.2,0.1,0.0,-0.006,-5.5,-0.4,-5.9,-0.1
holidjr01,2021,103,Jrue Holiday,PG,30,MIL,23,912,15.2,0.482,0.365,0.144,3.7,12.0,7.8,31.4,2.1,1.0,11.9,22.1,0.5,1.6,2.1,0.111,1.2,1.2,2.4,1.0
holliro01,2021,104,Rondae Hollis-Jefferson,PF,26,POR,5,36,15.1,0.791,0.000,0.600,9.9,15.7,12.8,0.0,1.4,2.6,0.0,7.9,0.1,0.0,0.1,0.159,0.1,-0.3,-0.2,0.0
hortota01,2021,105,Talen Horton-Tucker,SG,20,LAL,4,48,12.9,0.496,0.208,0.208,4.5,29.5,16.5,8.6,1.1,0.0,10.3,27.1,-0.1,0.1,0.0,-0.002,-2.1,0.2,-1.9,0.0
howardw01,2021,106,Dwight Howard,C,35,PHI,12,149,16.2,0.588,0.033,1.333,19.9,34.9,27.6,6.9,0.6,3.3,20.1,17.2,0.2,0.3,0.5,0.171,-2.7,0.2,-2.5,0.0
howarma02,2021,107,Markus Howard,SG,21,DEN,9,112,8.3,0.554,0.703,0.054,0.9,6.5,3.5,4.9,0.0,0.8,0.0,14.7,0.1,-0.1,0.1,0.023,-1.1,-1.9,-2.9,0.0
huertke01,2021,108,Kevin Huerter,SG,22,ATL,18,558,11.2,0.531,0.528,0.094,2.2,11.2,6.7,13.6,1.2,2.5,9.2,16.4,0.2,0.7,0.9,0.076,-0.2,1.3,1.2,0.4
huntede01,2021,109,De'Andre Hunter,SF,23,ATL,5,152,7.1,0.519,0.356,0.356,1.4,12.8,7.2,2.8,0.3,1.7,11.9,17.2,-0.1,0.2,0.0,0.012,-2.5,-0.7,-3.2,0.0
hutchch01,2021,110,Chandler Hutchison,SF,24,WAS,2,18,6.3,0.510,0.000,0.400,0.0,18.9,9.1,7.6,0.0,0.0,14.5,16.0,0.0,0.0,0.0,-0.040,-3.7,-0.2,-3.9,0.0
ibakase01,2021,111,Serge Ibaka,C,31,LAC,2,18,30.7,0.644,0.333,0.667,6.5,19.0,12.9,17.1,2.9,16.2,11.4,22.7,0.1,0.0,0.1,0.285,5.0,7.0,12.0,0.1
iguodan01,2021,112,Andre Iguodala,SF,37,MIA,4,71,9.5,0.682,0.636,0.000,3.9,12.9,8.2,11.2,2.7,2.6,31.3,9.9,0.0,0.1,0.1,0.043,-2.7,3.3,0.6,0.0
ilyaser01,2021,113,Ersan İlyasova,PF,33,UTA,1,3,41.9,0.694,0.500,1.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.5,0.0,0.0,0.0,0.419,9.5,-2.4,7.2,0.0
inglejo01,2021,114,Joe Ingles,SF,33,UTA,11,306,13.8,0.661,0.734,0.165,0.4,12.0,6.5,17.7,1.1,0.0,9.6,13.6,0.8,0.0,0.7,0.115,2.1,0.2,2.2,0.3
irvinky01,2021,115,Kyrie Irving,PG,28,BRK,9,325,20.0,0.582,0.399,0.172,4.3,13.0,8.8,15.8,1.4,1.4,5.9,26.0,0.6,0.5,1.1,0.164,4.1,-0.6,3.5,0.5
jacksja02,2021,116,Jaren Jackson Jr.,C,21,MEM,5,137,15.9,0.557,0.519,0.296,6.7,16.7,11.3,4.8,1.8,4.7,6.2,20.0,0.2,0.0,0.2,0.076,-0.1,-0.4,-0.4,0.1
jacksju01,2021,117,Justin Jackson,SF,25,MIL,5,15,15.8,0.600,0.400,0.000,7.0,7.3,7.1,10.0,3.3,0.0,16.7,17.1,0.0,0.0,0.0,0.112,1.2,2.9,4.1,0.0
jacksre01,2021,118,Reggie Jackson,SG,30,LAC,19,622,17.3,0.626,0.563,0.163,1.3,9.7,5.6,16.9,1.5,0.5,9.4,22.3,1.3,0.4,1.7,0.129,2.6,0.3,2.9,0.8
jamesle01,2021,119,LeBron James,PG,36,LAL,6,224,20.1,0.564,0.421,0.202,3.4,19.0,10.8,45.2,2.1,0.9,16.8,29.7,0.1,0.3,0.4,0.092,6.5,2.7,9.2,0.6
jamesmi02,2021,120,Mike James,PG,30,BRK,9,103,6.2,0.384,0.372,0.000,2.2,14.4,8.6,16.5,1.0,0.0,6.5,20.3,-0.2,0.1,-0.1,-0.029,-4.9,-0.9,-5.9,-0.1
joeis01,2021,121,Isaiah Joe,SG,21,PHI,4,9,-0.3,0.333,0.667,0.000,0.0,0.0,0.0,14.3,0.0,0.0,0.0,14.4,0.0,0.0,0.0,-0.038,-9.0,-2.2,-11.2,0.0
johnsal02,2021,122,Alize Johnson,PF,24,BRK,5,23,18.2,0.571,0.000,0.000,15.1,46.0,31.2,0.0,6.5,0.0,30.0,19.7,0.0,0.1,0.0,0.098,-1.3,2.3,1.0,0.0
johnsca02,2021,123,Cameron Johnson,PF,24,PHO,21,443,14.8,0.693,0.673,0.291,4.3,11.9,8.3,5.0,2.2,0.8,10.8,14.3,0.8,0.7,1.5,0.163,2.4,1.9,4.3,0.7
johnsty01,2021,124,Tyler Johnson,SG,28,BRK,8,69,6.6,0.475,0.647,0.118,3.3,6.1,4.8,9.6,1.4,0.0,5.3,12.4,0.0,0.1,0.1,0.067,-2.9,-1.0,-3.9,0.0
jokicni01,2021,125,Nikola Jokić,C,25,DEN,10,345,29.6,0.591,0.232,0.241,11.3,28.0,19.0,27.7,0.9,2.5,8.7,34.8,1.2,0.1,1.3,0.181,8.8,0.2,9.0,0.9
jonesde02,2021,126,Derrick Jones Jr.,SF,23,POR,2,10,5.8,0.400,0.400,0.000,0.0,0.0,0.0,0.0,5.1,0.0,0.0,22.5,0.0,0.0,0.0,-0.099,-7.9,-0.7,-8.6,0.0
jonesty01,2021,127,Tyus Jones,PG,24,MEM,5,47,10.4,0.419,0.235,0.118,2.2,15.4,8.2,16.1,1.0,0.0,0.0,16.0,0.0,0.0,0.0,-0.011,-2.1,-1.0,-3.2,0.0
kaminfr01,2021,128,Frank Kaminsky,C,27,PHO,10,68,13.8,0.490,0.227,0.045,3.5,18.6,11.5,29.2,1.5,4.1,15.1,17.8,0.0,0.1,0.1,0.100,-0.5,5.4,4.9,0.1
kennalu01,2021,129,Luke Kennard,SG,24,LAC,15,219,11.0,0.638,0.785,0.031,2.7,4.7,3.7,4.7,0.5,0.0,4.4,14.6,0.4,0.0,0.4,0.084,1.3,-1.5,-0.2,0.1
klebima01,2021,130,Maxi Kleber,PF,29,DAL,7,187,7.5,0.559,0.667,0.233,3.0,13.1,7.8,7.1,0.8,0.0,2.9,8.3,0.2,0.0,0.2,0.055,-1.9,0.2,-1.7,0.0
knighna01,2021,131,Nathan Knight,PF,23,ATL,6,14,2.7,0.254,0.286,0.286,0.0,46.3,23.4,0.0,0.0,12.3,0.0,24.9,-0.1,0.0,-0.1,-0.181,-10.4,-0.4,-10.8,0.0
knoxke01,2021,132,Kevin Knox,SF,21,NYK,1,4,43.4,1.136,,,0.0,28.2,13.2,34.9,0.0,24.4,0.0,9.8,0.0,0.0,0.1,0.627,19.3,17.1,36.4,0.0
konchjo01,2021,133,John Konchar,SG,24,MEM,1,3,3.9,0.000,1.000,0.000,0.0,40.2,18.4,0.0,0.0,35.6,0.0,14.1,0.0,0.0,0.0,-0.230,-7.2,4.6,-2.6,0.0
korkmfu01,2021,134,Furkan Korkmaz,SG,23,PHI,12,195,11.3,0.531,0.603,0.192,2.3,10.9,6.8,4.9,1.7,1.3,5.9,18.6,0.0,0.3,0.3,0.076,-1.0,0.6,-0.4,0.1
kornelu01,2021,135,Luke Kornet,C,25,BOS,2,5,27.3,0.798,0.000,2.000,0.0,73.5,34.7,0.0,0.0,0.0,0.0,15.9,0.0,0.0,0.0,0.212,5.8,0.2,6.0,0.0
kuzmaky01,2021,136,Kyle Kuzma,SF,25,LAL,6,129,3.3,0.366,0.479,0.188,3.4,17.4,10.1,8.9,0.8,0.8,10.4,20.0,-0.4,0.2,-0.2,-0.086,-5.1,-0.8,-5.9,-0.1
langfro01,2021,137,Romeo Langford,SG,21,BOS,4,109,11.7,0.533,0.531,0.125,5.0,5.6,5.3,6.7,1.4,1.7,2.9,13.5,0.1,-0.1,0.0,0.016,0.6,-0.8,-0.1,0.1
leaftj01,2021,138,T.J. Leaf,PF,23,POR,3,7,41.6,0.750,0.000,0.000,33.8,16.1,24.8,0.0,0.0,0.0,0.0,25.8,0.1,0.0,0.0,0.332,13.2,-2.5,10.6,0.0
lenal01,2021,139,Alex Len,C,27,WAS,5,42,15.3,0.585,0.000,0.500,10.0,18.9,14.3,7.3,1.1,0.0,5.5,18.0,0.1,0.0,0.1,0.102,-0.6,-1.2,-1.8,0.0
leonaka01,2021,140,Kawhi Leonard,SF,29,LAC,11,432,30.6,0.679,0.286,0.352,6.0,16.6,11.4,20.9,2.8,2.0,8.9,29.1,2.0,0.5,2.5,0.277,8.1,2.6,10.7,1.4
lillada01,2021,141,Damian Lillard,PG,30,POR,6,248,30.4,0.660,0.582,0.373,0.5,11.4,6.1,41.3,1.2,1.5,7.7,30.7,1.5,0.0,1.5,0.286,12.2,0.0,12.2,0.8
littlna01,2021,142,Nassir Little,PF,20,POR,3,9,5.5,0.434,1.000,1.000,0.0,12.5,6.4,0.0,0.0,10.3,14.8,33.9,0.0,0.0,0.0,-0.228,-4.6,-3.7,-8.3,0.0
lopezbr01,2021,143,Brook Lopez,C,32,MIL,23,667,16.9,0.632,0.332,0.198,7.6,14.3,10.9,1.3,1.3,4.7,9.6,16.8,1.1,1.3,2.4,0.170,0.6,1.5,2.1,0.7
lopezro01,2021,144,Robin Lopez,C,32,WAS,5,73,17.3,0.691,0.000,0.160,5.7,7.8,6.7,0.0,0.0,4.4,3.6,15.9,0.2,0.0,0.2,0.106,1.4,-1.2,0.2,0.0
luwawti01,2021,145,Timothé Luwawu-Cabarrot,SF,25,BRK,7,25,3.1,0.400,0.600,0.000,0.0,12.7,6.6,11.1,0.0,0.0,9.1,20.0,-0.1,0.0,0.0,-0.070,-3.6,-2.0,-5.7,0.0
mannte01,2021,146,Terance Mann,SG,24,LAC,19,378,14.1,0.619,0.356,0.269,5.3,10.6,8.0,5.5,1.4,1.3,3.3,14.8,0.8,0.2,1.0,0.133,-0.2,0.0,-0.2,0.2
marjabo01,2021,147,Boban Marjanović,C,32,DAL,4,83,20.4,0.547,0.000,0.231,18.6,26.6,22.4,8.4,0.0,1.3,8.5,25.7,0.2,0.0,0.2,0.102,1.8,-1.5,0.3,0.0
mathega01,2021,148,Garrison Mathews,SG,24,WAS,3,17,-2.6,0.323,1.000,1.250,0.0,13.3,6.4,0.0,0.0,0.0,0.0,15.3,0.0,0.0,0.0,-0.110,-11.1,-2.7,-13.7,-0.1
matthwe02,2021,149,Wesley Matthews,SG,34,LAL,6,110,6.2,0.463,0.758,0.182,4.9,5.4,5.1,2.9,0.9,0.0,0.0,14.5,0.0,0.1,0.1,0.051,-3.4,0.4,-3.0,0.0
maxeyty01,2021,150,Tyrese Maxey,SG,20,PHI,12,156,12.7,0.502,0.182,0.333,0.7,14.3,7.7,14.7,0.9,3.1,6.2,22.3,0.0,0.2,0.2,0.074,-2.0,0.8,-1.2,0.0
mayssk01,2021,151,Skylar Mays,SG,23,ATL,7,17,21.6,0.800,0.000,0.000,0.0,12.7,6.4,10.2,5.8,0.0,16.7,15.6,0.0,0.0,0.1,0.195,0.8,6.0,6.8,0.0
mccolcj01,2021,152,CJ McCollum,SG,29,POR,6,240,12.8,0.518,0.368,0.114,3.0,14.1,8.7,17.0,0.4,1.5,9.1,24.7,0.1,0.0,0.0,0.007,-0.4,-2.9,-3.3,-0.1
mcgeeja01,2021,153,JaVale McGee,C,33,DEN,4,34,12.3,0.316,0.200,0.600,9.3,32.3,19.9,11.4,1.5,13.9,7.3,17.5,-0.1,0.1,0.0,-0.022,-4.5,3.5,-1.0,0.0
mckinal01,2021,154,Alfonzo McKinnie,SF,28,LAL,2,12,-10.6,0.000,0.667,0.000,0.0,9.8,4.7,0.0,0.0,0.0,0.0,11.2,-0.1,0.0,-0.1,-0.239,-12.5,-3.6,-16.0,0.0
mclembe01,2021,155,Ben McLemore,SG,27,LAL,4,36,1.0,0.333,0.667,0.000,3.0,19.7,11.0,4.2,1.4,0.0,10.0,12.4,-0.1,0.0,0.0,-0.039,-6.6,1.4,-5.2,0.0
mellini01,2021,156,Nicolò Melli,PF,30,DAL,3,19,-1.4,0.000,0.500,0.000,11.6,25.8,18.4,0.0,2.8,0.0,0.0,9.6,-0.1,0.0,-0.1,-0.137,-8.6,-1.4,-10.1,0.0
meltode01,2021,157,De'Anthony Melton,PG,22,MEM,5,83,9.9,0.467,0.645,0.161,4.9,17.4,10.7,7.6,0.6,5.1,8.3,18.4,0.0,0.0,-0.1,-0.030,-1.2,-1.7,-2.9,0.0
merrisa01,2021,158,Sam Merrill,SG,24,MIL,8,30,8.3,0.357,0.714,0.000,3.5,14.6,8.9,4.2,6.6,0.0,12.5,11.4,0.0,0.1,0.0,0.062,-5.8,5.2,-0.5,0.0
middlkh01,2021,159,Khris Middleton,SF,29,MIL,23,922,16.5,0.548,0.387,0.215,2.8,17.7,10.1,19.6,1.9,0.4,13.0,26.4,0.6,1.6,2.2,0.115,1.5,1.1,2.6,1.1
millspa01,2021,160,Paul Millsap,PF,35,DEN,9,109,18.3,0.520,0.460,0.260,8.7,29.1,18.1,20.9,1.4,5.2,12.6,25.4,0.1,0.1,0.1,0.060,0.4,1.7,2.1,0.1
miltosh01,2021,161,Shake Milton,SG,24,PHI,12,121,4.4,0.485,0.404,0.319,0.0,7.9,4.1,9.8,1.2,0.7,17.0,23.0,-0.2,0.1,-0.1,-0.039,-5.9,-1.8,-7.7,-0.2
mitchdo01,2021,162,Donovan Mitchell,PG,24,UTA,10,346,26.4,0.602,0.489,0.323,1.1,12.6,7.1,30.3,1.6,0.5,9.4,38.0,1.2,0.0,1.2,0.173,8.2,-0.4,7.8,0.9
mooreet01,2021,163,E'Twaun Moore,SG,31,PHO,7,46,11.4,0.472,0.278,0.000,0.0,22.9,12.1,28.8,1.1,0.0,14.3,20.8,0.0,0.1,0.0,0.034,-2.6,1.8,-0.7,0.0
moranja01,2021,164,Ja Morant,PG,21,MEM,5,203,21.5,0.578,0.274,0.354,3.5,10.1,6.5,31.1,0.5,0.0,11.5,30.7,0.5,-0.1,0.3,0.074,5.1,-2.3,2.8,0.2
morgaju01,2021,165,Juwan Morgan,PF,23,UTA,2,6,11.4,,,,20.2,18.6,19.4,20.1,0.0,0.0,,0.0,0.0,0.0,0.0,0.178,1.0,1.7,2.7,0.0
morrima03,2021,166,Marcus Morris,PF,31,LAC,19,604,11.6,0.542,0.480,0.160,2.5,12.8,7.8,6.9,0.9,1.6,3.2,17.0,0.6,0.4,0.9,0.074,-0.4,-0.8,-1.2,0.1
morrima02,2021,167,Markieff Morris,PF,31,LAL,4,38,4.1,0.387,0.444,0.667,11.4,0.0,5.9,11.9,0.0,2.6,14.7,16.0,0.0,0.0,0.0,-0.025,-5.8,-1.3,-7.1,0.0
morrimo01,2021,168,Monte Morris,PG,25,DEN,10,286,17.3,0.532,0.345,0.250,2.6,7.3,4.7,28.1,1.7,0.7,5.2,20.7,0.6,0.0,0.6,0.101,2.2,0.3,2.5,0.3
naderab01,2021,169,Abdel Nader,SF,27,PHO,5,29,0.3,0.333,0.333,0.000,0.0,18.1,9.6,0.0,0.0,0.0,0.0,9.4,0.0,0.0,0.0,-0.027,-6.7,-1.3,-8.0,0.0
nesmiaa01,2021,170,Aaron Nesmith,SF,21,BOS,5,75,3.5,0.424,0.778,0.111,2.9,18.0,10.0,1.8,0.7,1.3,9.6,11.8,-0.1,-0.1,-0.1,-0.082,-4.9,-2.1,-7.0,-0.1
netora01,2021,171,Raul Neto,PG,28,WAS,5,112,5.5,0.442,0.441,0.147,2.8,8.1,5.3,6.0,0.8,0.0,2.7,13.9,0.0,0.0,-0.1,-0.023,-3.7,-2.1,-5.8,-0.1
niangge01,2021,172,Georges Niang,PF,27,UTA,11,129,1.6,0.429,0.769,0.103,1.9,14.7,8.6,8.4,0.0,0.7,16.4,16.8,-0.2,0.0,-0.3,-0.094,-6.1,-2.2,-8.2,-0.2
nnajize01,2021,173,Zeke Nnaji,PF,20,DEN,5,18,25.7,0.676,0.875,0.250,5.8,6.8,6.3,17.4,2.8,0.0,0.0,21.5,0.1,0.0,0.1,0.235,10.2,2.2,12.3,0.1
noelne01,2021,174,Nerlens Noel,C,26,NYK,5,92,12.7,0.675,0.000,1.600,10.9,12.2,11.5,1.6,2.2,3.2,19.0,10.1,0.1,0.2,0.3,0.158,-3.6,3.1,-0.5,0.0
ntilila01,2021,175,Frank Ntilikina,PG,22,NYK,3,4,-10.4,0.000,1.000,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,0.0,0.0,0.0,-0.246,-13.7,-5.9,-19.6,0.0
nunnke01,2021,176,Kendrick Nunn,PG,25,MIA,4,93,7.5,0.467,0.419,0.047,0.0,6.6,3.1,12.1,1.0,0.0,6.4,22.1,-0.2,0.0,-0.1,-0.071,-2.2,-1.6,-3.8,0.0
nurkiju01,2021,177,Jusuf Nurkić,C,26,POR,6,173,17.7,0.598,0.091,0.455,12.3,28.7,20.7,13.8,0.9,3.7,17.5,20.9,0.3,0.1,0.4,0.105,-0.8,0.1,-0.8,0.1
nworajo01,2021,178,Jordan Nwora,SF,22,MIL,5,31,8.7,0.356,0.444,0.389,17.0,14.1,15.6,4.4,0.0,2.9,4.5,30.5,-0.1,0.0,0.0,-0.043,-2.8,-5.1,-8.0,0.0
onealro01,2021,179,Royce O'Neale,SF,27,UTA,11,404,13.1,0.687,0.706,0.141,4.8,17.7,11.5,7.9,1.5,0.7,8.1,10.8,0.9,0.1,1.0,0.120,1.4,1.6,3.1,0.5
ojelese01,2021,180,Semi Ojeleye,PF,26,BOS,2,12,-3.8,0.102,0.750,0.500,0.0,0.0,0.0,0.0,4.2,7.9,0.0,17.2,-0.1,0.0,-0.1,-0.314,-10.9,-3.0,-13.9,0.0
okongon01,2021,181,Onyeka Okongwu,C,20,ATL,18,166,15.8,0.596,0.032,0.677,13.9,17.6,15.8,1.7,1.5,6.7,9.0,11.8,0.3,0.3,0.6,0.178,-1.1,1.4,0.3,0.1
okpalkz01,2021,182,KZ Okpala,PF,21,MIA,2,6,-6.6,0.000,1.000,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,0.0,0.0,-0.203,-9.6,-5.3,-14.8,0.0
onimi01,2021,183,Miye Oni,SG,23,UTA,8,41,-3.6,0.000,1.000,0.000,8.9,0.0,4.3,0.0,1.2,0.0,0.0,5.4,-0.1,0.0,-0.1,-0.104,-8.8,-1.9,-10.7,-0.1
oturuda01,2021,184,Daniel Oturu,C,21,LAC,8,15,12.1,0.425,0.200,0.400,15.7,15.2,15.4,0.0,0.0,6.5,0.0,18.3,0.0,0.0,0.0,0.056,-3.8,-2.2,-6.0,0.0
parkeja01,2021,185,Jabari Parker,PF,25,BOS,4,59,17.0,0.693,0.238,0.381,3.7,27.0,14.7,5.8,0.0,4.8,19.7,21.9,0.1,0.0,0.0,0.020,-0.9,0.5,-0.4,0.0
paulch01,2021,186,Chris Paul,PG,35,PHO,20,683,20.7,0.584,0.217,0.217,1.6,9.4,5.7,39.5,1.7,0.4,11.6,24.8,1.7,0.9,2.5,0.178,4.3,0.7,5.0,1.2
payneca01,2021,187,Cameron Payne,PG,26,PHO,22,418,15.1,0.510,0.358,0.093,1.7,12.3,7.3,25.5,2.1,2.4,10.7,24.6,0.0,0.7,0.7,0.078,1.1,1.1,2.2,0.4
paytoel01,2021,188,Elfrid Payton,PG,26,NYK,2,13,-8.8,0.085,0.000,0.400,0.0,0.0,0.0,10.7,3.9,0.0,0.0,20.1,-0.1,0.0,-0.1,-0.298,-13.1,0.0,-13.0,0.0
perryre01,2021,189,Reggie Perry,PF,20,BRK,5,22,20.5,0.615,0.385,0.000,21.0,9.6,15.1,8.7,2.3,0.0,18.8,33.0,0.0,0.0,0.0,0.078,0.2,-1.1,-0.9,0.0
portemi01,2021,190,Michael Porter Jr.,SF,22,DEN,10,332,14.9,0.603,0.541,0.156,3.8,18.4,10.5,5.9,1.7,0.9,10.0,21.0,0.3,0.1,0.4,0.058,0.6,-1.2,-0.6,0.1
portibo01,2021,191,Bobby Portis,C,25,MIL,20,366,17.1,0.543,0.344,0.166,9.5,20.0,14.6,4.8,1.9,1.7,5.3,20.0,0.5,0.7,1.2,0.159,0.9,0.0,1.0,0.3
porzikr01,2021,192,Kristaps Porziņģis,C,25,DAL,7,233,14.9,0.572,0.375,0.264,3.3,16.3,9.5,5.8,2.0,2.3,3.6,16.2,0.4,0.1,0.5,0.099,0.6,0.1,0.7,0.2
poweldw01,2021,193,Dwight Powell,C,29,DAL,7,52,22.7,0.893,0.000,0.750,10.6,18.9,14.5,16.9,2.0,0.0,8.6,10.2,0.3,0.0,0.3,0.274,4.1,4.1,8.2,0.1
powelno01,2021,194,Norman Powell,SF,27,POR,6,216,14.3,0.608,0.342,0.237,1.6,5.2,3.5,8.3,1.2,2.6,7.7,19.0,0.3,0.0,0.3,0.064,0.4,-0.7,-0.3,0.1
pritcpa01,2021,195,Payton Pritchard,SG,23,BOS,5,67,10.1,0.475,0.588,0.118,3.3,12.8,7.8,25.2,1.5,0.0,14.4,13.2,0.0,-0.1,0.0,-0.010,-1.4,-0.8,-2.1,0.0
quickim01,2021,196,Immanuel Quickley,PG,21,NYK,5,77,2.4,0.402,0.333,0.212,0.0,10.2,4.8,11.1,2.0,0.0,14.3,24.2,-0.3,0.1,-0.2,-0.112,-6.5,-0.1,-6.6,-0.1
randlju01,2021,197,Julius Randle,PF,26,NYK,5,180,7.2,0.425,0.351,0.287,6.1,29.4,17.1,19.8,0.9,0.0,17.8,31.8,-0.7,0.3,-0.4,-0.109,-2.8,-0.7,-3.5,-0.1
reddica01,2021,198,Cam Reddish,SF,21,ATL,4,92,19.2,0.668,0.389,0.139,1.2,15.3,8.3,12.6,3.2,1.9,11.6,20.8,0.2,0.2,0.3,0.173,2.6,3.9,6.5,0.2
reedpa01,2021,199,Paul Reed,PF,21,PHI,3,11,24.5,0.500,0.000,0.000,31.0,48.2,39.9,0.0,0.0,7.4,0.0,15.7,0.0,0.0,0.1,0.256,2.7,-1.9,0.8,0.0
richajo01,2021,200,Josh Richardson,SG,27,DAL,7,94,8.4,0.532,0.357,0.321,3.5,10.4,6.8,7.6,1.1,0.0,15.8,18.3,0.0,0.0,0.0,-0.017,-3.6,-1.1,-4.7,-0.1
riverau01,2021,201,Austin Rivers,SG,28,DEN,10,305,7.5,0.605,0.667,0.232,0.3,6.4,3.1,9.0,0.3,0.9,10.6,12.1,0.3,-0.1,0.1,0.022,-3.4,-1.0,-4.4,-0.2
robindu01,2021,202,Duncan Robinson,SF,26,MIA,4,100,9.0,0.614,0.931,0.345,0.0,11.2,5.4,5.0,1.5,0.0,10.7,16.4,0.0,0.1,0.1,0.045,-1.6,0.8,-0.8,0.0
rondora01,2021,203,Rajon Rondo,PG,34,LAC,13,220,10.6,0.472,0.528,0.226,2.1,15.5,8.9,31.0,1.2,1.3,19.4,15.3,0.1,0.2,0.2,0.054,-1.6,-1.1,-2.7,0.0
rosede01,2021,204,Derrick Rose,PG,32,NYK,5,175,17.1,0.551,0.202,0.107,2.3,10.3,6.1,29.3,0.6,0.6,8.3,24.3,0.2,0.2,0.4,0.108,3.2,1.1,4.3,0.3
saricda01,2021,205,Dario Šarić,C,26,PHO,14,147,15.2,0.616,0.400,0.311,7.2,18.6,13.2,13.4,0.7,0.6,10.5,17.8,0.3,0.2,0.5,0.169,0.5,1.2,1.7,0.1
schrode01,2021,206,Dennis Schröder,SG,27,LAL,6,196,11.1,0.528,0.371,0.371,0.6,10.2,5.2,15.2,1.6,0.5,10.9,20.8,0.0,0.2,0.2,0.056,-1.6,0.7,-0.9,0.1
scottmi01,2021,207,Mike Scott,PF,32,PHI,5,34,4.9,0.333,0.778,0.000,3.3,6.2,4.8,10.7,1.4,2.4,0.0,11.4,0.0,0.0,0.0,0.029,-3.4,0.2,-3.2,0.0
scrubja01,2021,208,Jay Scrubb,SG,20,LAC,6,8,1.6,,,,0.0,14.3,7.2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.013,-4.6,-0.4,-5.0,0.0
shamela01,2021,209,Landry Shamet,SG,23,BRK,12,206,6.6,0.579,0.634,0.122,1.7,9.2,5.6,4.5,1.2,0.4,12.2,10.8,0.0,0.2,0.3,0.066,-3.2,-0.1,-3.3,-0.1
simmobe01,2021,210,Ben Simmons,PG,24,PHI,12,402,18.1,0.562,0.011,0.768,7.1,18.5,13.0,35.7,1.8,2.0,17.5,16.5,0.7,0.7,1.4,0.173,1.5,2.8,4.3,0.6
simonan01,2021,211,Anfernee Simons,SG,21,POR,6,107,15.2,0.780,0.720,0.000,3.3,13.7,8.6,6.5,0.9,0.9,3.8,11.0,0.3,0.0,0.3,0.132,3.8,-0.2,3.6,0.2
smartma01,2021,212,Marcus Smart,PG,26,BOS,5,183,14.8,0.591,0.652,0.318,2.4,12.0,7.0,25.6,1.4,0.5,15.7,20.7,0.3,-0.2,0.1,0.027,1.3,-0.6,0.7,0.1
smithis01,2021,213,Ish Smith,PG,32,WAS,5,111,7.9,0.395,0.163,0.000,0.9,15.3,7.8,18.0,3.0,1.5,10.4,18.1,-0.2,0.1,-0.1,-0.059,-3.6,0.9,-2.6,0.0
smithja04,2021,214,Jalen Smith,PF,20,PHO,6,18,10.6,0.625,0.250,0.000,13.1,17.5,15.5,7.5,0.0,0.0,20.0,12.7,0.0,0.0,0.0,0.108,-1.3,0.2,-1.0,0.0
snellto01,2021,215,Tony Snell,SG,29,ATL,9,66,-5.7,0.156,0.688,0.000,0.0,8.2,4.1,3.9,1.5,1.3,20.0,13.4,-0.3,0.1,-0.3,-0.200,-9.4,-2.3,-11.7,-0.2
strusma01,2021,216,Max Strus,SF,24,MIA,2,6,-6.6,0.000,0.000,0.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,0.0,0.0,0.0,-0.203,-10.2,-6.2,-16.4,0.0
tatumja01,2021,217,Jayson Tatum,SF,22,BOS,5,185,24.1,0.577,0.324,0.441,1.8,17.2,9.1,22.8,1.6,4.1,8.9,33.3,0.5,-0.1,0.4,0.114,5.7,0.7,6.5,0.4
teaguje01,2021,218,Jeff Teague,PG,32,MIL,16,119,5.6,0.446,0.355,0.355,1.8,5.5,3.6,13.8,1.2,0.0,14.3,15.1,-0.1,0.2,0.1,0.032,-5.0,-1.3,-6.3,-0.1
