Year,Team,W,L,W/L%,Finish,SRS,Pace,Rel Pace,ORtg,Rel ORtg,DRtg,Rel DRtg,NRtg,Rel NRtg,Playoffs,SW,SL,Rtg
1992,Heat,38,44,0.463,4th of 7,-3.94,97.7,1.1,106.7,-1.5,110.9,2.7,-4.2,-4.2,1st Rnd. Exit,0,1,0.265
2006,Timberwolves,33,49,0.402,4th of 5,-1.75,88.8,-1.7,102.4,-3.8,104.5,-1.7,-2.1,-2.1,Missed Playoffs,0,0,0.265
2005,Raptors,33,49,0.402,4th of 5,-1.81,92.7,1.8,106.9,0.8,108.7,2.6,-1.8,-1.8,Missed Playoffs,0,0,0.264
2015,Pistons,32,50,0.39,5th of 5,-1.39,92.8,-1.1,105.3,-0.3,106.4,0.8,-1.1,-1.1,Missed Playoffs,0,0,0.264
2009,Nets,34,48,0.415,3rd of 5,-2.31,89.9,-1.8,108.3,0,111,2.7,-2.7,-2.7,Missed Playoffs,0,0,0.263
2005,Lakers,34,48,0.415,4th of 5,-2.32,90.8,-0.1,108.1,2,111.4,5.3,-3.3,-3.3,Missed Playoffs,0,0,0.263
2023,Magic,34,48,0.415,4th of 5,-2.39,99.3,0.2,111.6,-3.2,114.2,-0.6,-2.6,-2.6,Missed Playoffs,0,0,0.261
1999,Warriors,21,29,0.42,6th of 7,-2.63,88.9,0,98.4,-3.8,101.1,-1.1,-2.7,-2.7,Missed Playoffs,0,0,0.260
2006,SuperSonics,35,47,0.427,3rd of 5,-2.88,91.6,1.1,111.1,4.9,114.4,8.2,-3.3,-3.3,Missed Playoffs,0,0,0.260
2023,Pacers,35,47,0.427,4th of 5,-2.91,101.1,2,114.6,-0.2,117.7,2.9,-3.1,-3.1,Missed Playoffs,0,0,0.259
2000,Nets,31,51,0.378,6th of 7,-1.18,92.5,-0.6,105.1,1,106.3,2.2,-1.2,-1.2,Missed Playoffs,0,0,0.259
2019,Grizzlies,33,49,0.402,3rd of 5,-2.08,96.6,-3.4,106.1,-4.3,108.8,-1.6,-2.7,-2.7,Missed Playoffs,0,0,0.258
2012,Timberwolves,26,40,0.394,5th of 5,-1.83,93.3,2,104.3,-0.3,106.6,2,-2.3,-2.3,Missed Playoffs,0,0,0.257
2004,Cavaliers,35,47,0.427,5th of 8,-3.07,90.8,0.7,101.4,-1.5,104.2,1.3,-2.8,-2.8,Missed Playoffs,0,0,0.256
1995,Heat,32,50,0.39,4th of 7,-1.85,92.9,0,108.2,-0.1,109.9,1.6,-1.7,-1.7,Missed Playoffs,0,0,0.254
2016,Kings,33,49,0.402,3rd of 5,-2.32,100,4.2,106,-0.4,108.4,2,-2.4,-2.4,Missed Playoffs,0,0,0.253
1991,Cavaliers,33,49,0.402,6th of 7,-2.33,95.1,-2.7,106.1,-1.8,108.7,0.8,-2.6,-2.6,Missed Playoffs,0,0,0.253
1992,Bucks,31,51,0.378,6th of 7,-1.46,95.5,-1.1,108.8,0.6,110.6,2.4,-1.8,-1.8,Missed Playoffs,0,0,0.253
2022,Wizards,35,47,0.427,4th of 5,-3.23,97,-1.2,111.1,-0.9,114.5,2.5,-3.4,-3.4,Missed Playoffs,0,0,0.253
2007,76ers,35,47,0.427,3rd of 5,-3.26,90.7,-1.2,103.6,-2.9,106.9,0.4,-3.3,-3.3,Missed Playoffs,0,0,0.252
2021,Kings,31,41,0.431,5th of 5,-3.45,100,0.8,113.6,1.3,117.2,4.9,-3.6,-3.6,Missed Playoffs,0,0,0.251
2001,Pistons,32,50,0.39,5th of 8,-2.08,94.7,3.4,100,-3,101.8,-1.2,-1.8,-1.8,Missed Playoffs,0,0,0.249
2013,TrailBlazers,33,49,0.402,4th of 5,-2.53,91.4,-0.6,105.8,-0.1,109.2,3.3,-3.4,-3.4,Missed Playoffs,0,0,0.249
2017,Mavericks,33,49,0.402,5th of 5,-2.53,92.2,-4.2,105.6,-3.2,108.8,0,-3.2,-3.2,Missed Playoffs,0,0,0.249
2009,Raptors,33,49,0.402,4th of 5,-2.54,92,0.3,107,-1.3,110,1.7,-3,-3.0,Missed Playoffs,0,0,0.249
1999,Celtics,19,31,0.38,5th of 7,-1.75,91.5,2.6,100.4,-1.8,102.4,0.2,-2,-2.0,Missed Playoffs,0,0,0.249
2013,Timberwolves,31,51,0.378,5th of 5,-1.83,92.8,0.8,102.9,-3,105.4,-0.5,-2.5,-2.5,Missed Playoffs,0,0,0.245
2005,Knicks,33,49,0.402,5th of 5,-2.72,90.7,-0.2,106.2,0.1,108.9,2.8,-2.7,-2.7,Missed Playoffs,0,0,0.245
1998,76ers,31,51,0.378,7th of 7,-1.89,90.4,0.1,102.8,-2.2,105.4,0.4,-2.6,-2.6,Missed Playoffs,0,0,0.244
2009,Knicks,32,50,0.39,5th of 5,-2.33,96.7,5,108.1,-0.2,110.8,2.5,-2.7,-2.7,Missed Playoffs,0,0,0.244
2016,Nuggets,33,49,0.402,4th of 5,-2.81,95.7,-0.1,105.6,-0.8,108.9,2.5,-3.3,-3.3,Missed Playoffs,0,0,0.243
2004,76ers,33,49,0.402,5th of 7,-2.95,88,-2.1,99.1,-3.8,101.9,-1,-2.8,-2.8,Missed Playoffs,0,0,0.240
2003,Hawks,35,47,0.427,5th of 8,-3.87,91,0,102.3,-1.3,106.1,2.5,-3.8,-3.8,Missed Playoffs,0,0,0.239
2007,Knicks,33,49,0.402,4th of 5,-3.06,90.8,-1.1,105.7,-0.8,108.8,2.3,-3.1,-3.1,Missed Playoffs,0,0,0.238
2013,76ers,34,48,0.415,4th of 5,-3.51,91,-1,102,-3.9,105.7,-0.2,-3.7,-3.7,Missed Playoffs,0,0,0.238
2022,Lakers,33,49,0.402,4th of 5,-3.08,100.1,1.9,110.3,-1.7,113.3,1.3,-3,-3.0,Missed Playoffs,0,0,0.238
2001,Clippers,31,51,0.378,6th of 7,-2.23,89.6,-1.7,101.3,-1.7,104.5,1.5,-3.2,-3.2,Missed Playoffs,0,0,0.237
2011,Clippers,32,50,0.39,4th of 5,-2.71,92.8,0.7,105.3,-2,108.7,1.4,-3.4,-3.4,Missed Playoffs,0,0,0.236
2016,Knicks,32,50,0.39,3rd of 5,-2.74,93.4,-2.4,104.6,-1.8,107.6,1.2,-3,-3.0,Missed Playoffs,0,0,0.236
2008,Bulls,33,49,0.402,4th of 5,-3.19,93,0.6,103.9,-3.6,107.2,-0.3,-3.3,-3.3,Missed Playoffs,0,0,0.235
1997,Kings,34,48,0.415,6th of 7,-3.64,91,0.9,105,-1.7,108.7,2,-3.7,-3.8,Missed Playoffs,0,0,0.235
1999,Wizards,18,32,0.36,6th of 7,-1.75,89.8,0.9,101.2,-1,103.7,1.5,-2.5,-2.5,Missed Playoffs,0,0,0.234
1999,Mavericks,19,31,0.38,5th of 7,-2.5,89,0.1,102.3,0.1,104.9,2.7,-2.6,-2.6,Missed Playoffs,0,0,0.233
1990,Wizards,31,51,0.378,4th of 6,-2.43,99.4,1.1,107.5,-0.6,109.7,1.6,-2.2,-2.2,Missed Playoffs,0,0,0.233
2007,SuperSonics,31,51,0.378,5th of 5,-2.45,91.8,-0.1,107.2,0.7,110.3,3.8,-3.1,-3.1,Missed Playoffs,0,0,0.232
1996,Celtics,33,49,0.402,5th of 7,-3.37,96.2,4.4,106.4,-1.2,109.9,2.3,-3.5,-3.5,Missed Playoffs,0,0,0.232
2004,Raptors,33,49,0.402,6th of 8,-3.42,86.8,-3.3,97,-5.9,100.4,-2.5,-3.4,-3.4,Missed Playoffs,0,0,0.231
2015,Hornets,33,49,0.402,4th of 5,-3.44,93,-0.9,100.1,-5.5,103.5,-2.1,-3.4,-3.4,Missed Playoffs,0,0,0.230
2024,Nets,32,50,0.39,4th of 5,-3.02,96.9,-1.6,113.2,-2.1,116.1,0.8,-2.9,-2.9,Missed Playoffs,0,0,0.230
2010,Pacers,32,50,0.39,4th of 5,-3.11,97.1,4.4,103.7,-3.9,106.8,-0.8,-3.1,-3.1,Missed Playoffs,0,0,0.228
2007,Timberwolves,32,50,0.39,4th of 5,-3.16,91,-0.9,103.9,-2.6,107.9,1.4,-4,-4.0,Missed Playoffs,0,0,0.227
2011,Hornets,34,48,0.415,4th of 5,-4.08,89.6,-2.5,103.4,-3.9,107.8,0.5,-4.4,-4.4,Missed Playoffs,0,0,0.226
2017,Kings,32,50,0.39,3rd of 5,-3.29,94.9,-1.5,107.3,-1.5,111.3,2.5,-4,-4.0,Missed Playoffs,0,0,0.224
2019,Wizards,32,50,0.39,4th of 5,-3.3,101.4,1.4,111.1,0.7,113.9,3.5,-2.8,-2.8,Missed Playoffs,0,0,0.224
2014,Cavaliers,33,49,0.402,3rd of 5,-3.86,93.1,-0.8,104.2,-2.5,107.7,1,-3.5,-3.5,Missed Playoffs,0,0,0.221
1995,Bucks,34,48,0.415,6th of 7,-4.3,92.7,-0.2,106.2,-2.1,110.9,2.6,-4.7,-4.7,Missed Playoffs,0,0,0.221
1997,Raptors,30,52,0.366,8th of 8,-2.56,90.6,0.5,104.6,-2.1,108,1.3,-3.4,-3.5,Missed Playoffs,0,0,0.221
1994,Lakers,33,49,0.402,5th of 7,-3.93,95.5,0.4,104.8,-1.5,109.3,3,-4.5,-4.5,Missed Playoffs,0,0,0.220
2023,TrailBlazers,33,49,0.402,5th of 5,-3.96,98.6,-0.5,114.8,0,118.8,4,-4,-4.0,Missed Playoffs,0,0,0.219
2007,Hornets,33,49,0.402,4th of 5,-3.97,92,0.1,103.6,-2.9,107.6,1.1,-4,-4.0,Missed Playoffs,0,0,0.219
2016,Bucks,33,49,0.402,5th of 5,-3.98,94.2,-1.6,104.3,-2.1,108.7,2.3,-4.4,-4.4,Missed Playoffs,0,0,0.219
1991,Clippers,31,51,0.378,6th of 7,-3.16,99.9,2.1,103,-4.9,106.5,-1.4,-3.5,-3.5,Missed Playoffs,0,0,0.218
2000,Cavaliers,32,50,0.39,6th of 8,-3.64,95.7,2.6,100.4,-3.7,104,-0.1,-3.6,-3.6,Missed Playoffs,0,0,0.217
1990,Clippers,30,52,0.366,6th of 7,-2.8,99.2,0.9,104,-4.1,107.4,-0.7,-3.4,-3.4,Missed Playoffs,0,0,0.216
2007,TrailBlazers,32,50,0.39,3rd of 5,-3.78,88.3,-3.6,105.1,-1.4,109.9,3.4,-4.8,-4.8,Missed Playoffs,0,0,0.214
2014,Kings,28,54,0.341,4th of 5,-2.08,94.4,0.5,105.7,-1,108.8,2.1,-3.1,-3.1,Missed Playoffs,0,0,0.213
2015,Nuggets,30,52,0.366,4th of 5,-3.07,96.1,2.2,104.5,-1.1,108.2,2.6,-3.7,-3.7,Missed Playoffs,0,0,0.210
2005,Bucks,30,52,0.366,5th of 5,-3.09,90.8,-0.1,106.6,0.5,109.8,3.7,-3.2,-3.2,Missed Playoffs,0,0,0.210
2002,Hawks,33,49,0.402,6th of 8,-4.41,91.9,1.2,101.8,-2.7,106.4,1.9,-4.6,-4.6,Missed Playoffs,0,0,0.210
1992,Hornets,31,51,0.378,7th of 7,-3.57,101.7,5.1,107.1,-1.1,110.9,2.7,-3.8,-3.8,Missed Playoffs,0,0,0.209
2013,Wizards,29,53,0.354,3rd of 5,-2.78,92.2,0.2,100.2,-5.7,103,-2.9,-2.8,-2.8,Missed Playoffs,0,0,0.207
1995,Nets,30,52,0.366,5th of 7,-3.28,92.3,-0.6,105.2,-3.1,108.6,0.3,-3.4,-3.4,Missed Playoffs,0,0,0.206
1991,Magic,31,51,0.378,4th of 7,-3.79,99.5,1.7,105.9,-2,109.9,2,-4,-4.0,Missed Playoffs,0,0,0.205
2004,Suns,29,53,0.354,6th of 7,-2.94,92.6,2.5,101.4,-1.5,105.5,2.6,-4.1,-4.1,Missed Playoffs,0,0,0.204
2008,Nets,34,48,0.415,4th of 5,-5.15,91.5,-0.9,104,-3.5,109.4,1.9,-5.4,-5.4,Missed Playoffs,0,0,0.204
1994,Celtics,32,50,0.39,5th of 7,-4.28,95.6,0.5,104.2,-2.1,108.7,2.4,-4.5,-4.5,Missed Playoffs,0,0,0.204
2012,Warriors,23,43,0.348,4th of 5,-2.79,92.3,1,105.4,0.8,109.1,4.5,-3.7,-3.7,Missed Playoffs,0,0,0.203
2017,Knicks,31,51,0.378,3rd of 5,-3.87,96,-0.4,107.7,-1.1,111.5,2.7,-3.8,-3.8,Missed Playoffs,0,0,0.203
2003,Grizzlies,28,54,0.341,6th of 7,-2.6,92.7,1.7,103.9,0.3,107.3,3.7,-3.4,-3.4,Missed Playoffs,0,0,0.202
2015,Kings,29,53,0.354,4th of 5,-3.07,95.4,1.5,105.3,-0.3,109.2,3.6,-3.9,-3.9,Missed Playoffs,0,0,0.201
2016,Pelicans,30,52,0.366,5th of 5,-3.56,96.8,1,105.6,-0.8,109.5,3.1,-3.9,-3.9,Missed Playoffs,0,0,0.200
2008,Hornets,32,50,0.39,4th of 5,-4.49,91.8,-0.6,104.6,-2.9,109.4,1.9,-4.8,-4.8,Missed Playoffs,0,0,0.199
2011,Pistons,30,52,0.366,4th of 5,-3.78,89.2,-2.9,107.7,0.4,111.7,4.4,-4,-4.0,Missed Playoffs,0,0,0.196
2024,Jazz,31,51,0.378,4th of 5,-4.22,99.5,1,115.5,0.2,120.4,5.1,-4.9,-4.9,Missed Playoffs,0,0,0.196
2016,Timberwolves,29,53,0.354,5th of 5,-3.38,95.2,-0.6,106.5,0.1,110.1,3.7,-3.6,-3.6,Missed Playoffs,0,0,0.195
1996,Clippers,29,53,0.354,7th of 7,-3.46,93.2,1.4,106.5,-1.1,110.3,2.7,-3.8,-3.8,Missed Playoffs,0,0,0.193
2000,Wizards,29,53,0.354,7th of 7,-3.47,92.7,-0.4,103.5,-0.6,107,2.9,-3.5,-3.5,Missed Playoffs,0,0,0.193
2002,Cavaliers,29,53,0.354,7th of 8,-3.52,90.3,-0.4,104.6,0.1,108.2,3.7,-3.6,-3.6,Missed Playoffs,0,0,0.192
2018,Knicks,29,53,0.354,4th of 5,-3.53,96.8,-0.5,107.1,-1.5,110.7,2.1,-3.6,-3.6,Missed Playoffs,0,0,0.192
1993,Bucks,28,54,0.341,7th of 7,-3.26,96.1,-0.7,106.2,-1.8,110.1,2.1,-3.9,-3.9,Missed Playoffs,0,0,0.188
1996,Nets,30,52,0.366,6th of 7,-4.14,90.9,-0.9,101.9,-5.7,106.5,-1.1,-4.6,-4.6,Missed Playoffs,0,0,0.188
2002,Knicks,30,52,0.366,7th of 7,-4.15,89.7,-1,101.5,-3,105.9,1.4,-4.4,-4.4,Missed Playoffs,0,0,0.188
1991,Timberwolves,29,53,0.354,5th of 7,-3.75,92.3,-5.5,106.7,-1.2,110.9,3,-4.2,-4.2,Missed Playoffs,0,0,0.187
2009,Warriors,29,53,0.354,3rd of 5,-3.8,98.2,6.5,109.5,1.2,113.3,5,-3.8,-3.8,Missed Playoffs,0,0,0.186
2012,Raptors,23,43,0.348,4th of 5,-3.67,89.3,-2,100.8,-3.8,104.5,-0.1,-3.7,-3.7,Missed Playoffs,0,0,0.185
2006,Raptors,27,55,0.329,4th of 5,-3.03,91.1,0.6,109.5,3.3,112.7,6.5,-3.2,-3.2,Missed Playoffs,0,0,0.184
2013,Pelicans,27,55,0.329,5th of 5,-3.12,88.5,-3.5,105.7,-0.2,110.1,4.2,-4.4,-4.4,Missed Playoffs,0,0,0.182
2010,Knicks,29,53,0.354,3rd of 5,-4.01,94,1.3,107.6,0,111.6,4,-4,-4.0,Missed Playoffs,0,0,0.182
2001,Cavaliers,30,52,0.366,6th of 8,-4.48,91.2,-0.1,100.3,-2.7,104.9,1.9,-4.6,-4.6,Missed Playoffs,0,0,0.181
2018,Nets,28,54,0.341,5th of 5,-3.67,98.9,1.6,106.9,-1.7,110.6,2,-3.7,-3.7,Missed Playoffs,0,0,0.180
2014,Pistons,29,53,0.354,4th of 5,-4.13,94.9,1,105.9,-0.8,109.7,3,-3.8,-3.8,Missed Playoffs,0,0,0.179
2004,Clippers,28,54,0.341,7th of 7,-3.74,91,0.9,103.5,0.6,108.5,5.6,-5,-5.0,Missed Playoffs,0,0,0.178
2012,Pistons,25,41,0.379,4th of 5,-5.19,89.2,-2.1,101,-3.6,106.3,1.7,-5.3,-5.3,Missed Playoffs,0,0,0.176
2005,TrailBlazers,27,55,0.329,4th of 5,-3.45,89.8,-1.1,103.2,-2.9,107.7,1.6,-4.5,-4.5,Missed Playoffs,0,0,0.175
2003,Clippers,27,55,0.329,7th of 7,-3.45,91.3,0.3,102.3,-1.3,106.8,3.2,-4.5,-4.5,Missed Playoffs,0,0,0.175
2013,Pistons,29,53,0.354,4th of 5,-4.33,90.8,-1.2,103.8,-2.1,108.1,2.2,-4.3,-4.3,Missed Playoffs,0,0,0.175
2012,Pelicans,21,45,0.318,5th of 5,-3.11,88.3,-3,100.9,-3.7,105.1,0.5,-4.2,-4.2,Missed Playoffs,0,0,0.174
1991,Wizards,30,52,0.366,4th of 6,-4.84,97.5,-0.3,103,-4.9,108.1,0.2,-5.1,-5.1,Missed Playoffs,0,0,0.174
1999,Nets,16,34,0.32,7th of 7,-3.2,91.5,2.6,99.5,-2.7,103.6,1.4,-4.1,-4.1,Missed Playoffs,0,0,0.173
2007,Hawks,30,52,0.366,5th of 5,-4.86,90,-1.9,103,-3.5,108.3,1.8,-5.3,-5.3,Missed Playoffs,0,0,0.173
1997,Warriors,30,52,0.366,7th of 7,-4.9,91.9,1.8,107.2,0.5,112.2,5.5,-5,-5.1,Missed Playoffs,0,0,0.172
2020,Bulls,22,43,0.338,3rd of 5,-4,99.7,-0.6,106.7,-3.9,109.8,-0.8,-3.1,-2.9,Missed Playoffs,0,0,0.171
2010,Warriors,26,56,0.317,4th of 5,-3.28,100.4,7.7,108.1,0.5,111.7,4.1,-3.6,-3.6,Missed Playoffs,0,0,0.169
2013,Kings,28,54,0.341,4th of 5,-4.26,93.6,1.6,106.2,0.3,111.4,5.5,-5.2,-5.2,Missed Playoffs,0,0,0.167
1991,Mavericks,28,54,0.341,6th of 7,-4.27,94.2,-3.6,105.5,-2.4,110.3,2.4,-4.8,-4.8,Missed Playoffs,0,0,0.167
2002,Rockets,28,54,0.341,5th of 7,-4.31,88.2,-2.5,103.1,-1.4,108.6,4.1,-5.5,-5.5,Missed Playoffs,0,0,0.166
1993,Kings,25,57,0.305,7th of 7,-3,100.8,4,106.5,-1.5,109.6,1.6,-3.1,-3.1,Missed Playoffs,0,0,0.166
2010,76ers,27,55,0.329,4th of 5,-3.93,91.6,-1.1,106.1,-1.5,110.3,2.7,-4.2,-4.2,Missed Playoffs,0,0,0.165
2022,Kings,30,52,0.366,5th of 5,-5.26,99.8,1.6,109.9,-2.1,115.3,3.3,-5.4,-5.4,Missed Playoffs,0,0,0.165
2007,Bucks,28,54,0.341,5th of 5,-4.43,92.3,0.4,107,0.5,111.7,5.2,-4.7,-4.7,Missed Playoffs,0,0,0.164
2003,Bulls,30,52,0.366,6th of 8,-5.31,93.5,2.5,100.2,-3.4,105.6,2,-5.4,-5.4,Missed Playoffs,0,0,0.164
2018,Mavericks,24,58,0.293,4th of 5,-2.7,95.6,-1.7,106.3,-2.3,109.5,0.9,-3.2,-3.2,Missed Playoffs,0,0,0.163
2022,Pacers,25,57,0.305,4th of 5,-3.26,98,-0.2,112.6,0.6,116.1,4.1,-3.5,-3.5,Missed Playoffs,0,0,0.161
2005,Jazz,26,56,0.317,5th of 5,-3.74,88.4,-2.5,104.7,-1.4,109.5,3.4,-4.8,-4.8,Missed Playoffs,0,0,0.160
1997,Nets,26,56,0.317,5th of 7,-3.89,92.4,2.3,104.7,-2,109.7,3,-5,-5.1,Missed Playoffs,0,0,0.157
2006,Hornets,26,56,0.317,4th of 5,-3.9,93.4,2.9,102.5,-3.7,106.7,0.5,-4.2,-4.2,Missed Playoffs,0,0,0.157
2004,Hawks,28,54,0.341,7th of 8,-5,90.8,0.7,101,-1.9,106.1,3.2,-5.1,-5.1,Missed Playoffs,0,0,0.152
2020,Wizards,25,47,0.347,4th of 5,-5.24,102.7,2.4,110.9,0.3,115.5,4.9,-4.6,-4.4,Missed Playoffs,0,0,0.151
1992,Kings,29,53,0.354,7th of 7,-5.63,99.6,3,103.9,-4.3,109.9,1.7,-6,-6.0,Missed Playoffs,0,0,0.148
2012,Kings,22,44,0.333,5th of 5,-4.95,94.7,3.4,103.8,-0.8,109.8,5.2,-6,-6.0,Missed Playoffs,0,0,0.147
1994,Kings,28,54,0.341,6th of 7,-5.32,97.5,2.4,103.3,-3,109.2,2.9,-5.9,-5.9,Missed Playoffs,0,0,0.145
2010,Kings,25,57,0.305,5th of 5,-4.06,94,1.3,105.3,-2.3,109.9,2.3,-4.6,-4.6,Missed Playoffs,0,0,0.144
1991,Nets,26,56,0.317,5th of 6,-4.53,99.3,1.5,102.9,-5,107.4,-0.5,-4.5,-4.5,Missed Playoffs,0,0,0.143
2000,Hawks,28,54,0.341,7th of 8,-5.41,91.7,-1.4,102,-2.1,107.9,3.8,-5.9,-5.9,Missed Playoffs,0,0,0.143
2007,Celtics,24,58,0.293,5th of 5,-3.7,92,0.1,103.2,-3.3,106.9,0.4,-3.7,-3.7,Missed Playoffs,0,0,0.142
2010,Pistons,27,55,0.329,5th of 5,-5.02,88.5,-4.2,105.6,-2,111.4,3.8,-5.8,-5.8,Missed Playoffs,0,0,0.142
2006,Hawks,26,56,0.317,5th of 5,-4.69,90.4,-0.1,106.4,0.2,111.6,5.4,-5.2,-5.2,Missed Playoffs,0,0,0.140
2010,Clippers,29,53,0.354,3rd of 5,-6.01,92.6,-0.1,103.3,-4.3,110.1,2.5,-6.8,-6.8,Missed Playoffs,0,0,0.140
1996,Mavericks,26,56,0.317,6th of 7,-4.71,95.4,3.6,106.1,-1.5,111.2,3.6,-5.1,-5.1,Missed Playoffs,0,0,0.140
2010,Wizards,26,56,0.317,5th of 5,-4.72,91.6,-1.1,104.2,-3.4,109.4,1.8,-5.2,-5.2,Missed Playoffs,0,0,0.139
2019,Hawks,29,53,0.354,5th of 5,-6.06,103.9,3.9,108.1,-2.3,113.9,3.5,-5.8,-5.8,Missed Playoffs,0,0,0.139
2020,Timberwolves,19,45,0.297,5th of 5,-4.02,103.4,3.1,108.1,-2.5,112.2,1.6,-4.1,-3.9,Missed Playoffs,0,0,0.139
2002,Nuggets,27,55,0.329,6th of 7,-5.19,90.4,-0.3,101.4,-3.1,107.8,3.3,-6.4,-6.4,Missed Playoffs,0,0,0.139
1992,Wizards,25,57,0.305,6th of 7,-4.35,97.7,1.1,103.9,-4.3,108.4,0.2,-4.5,-4.5,Missed Playoffs,0,0,0.138
1994,Clippers,27,55,0.329,7th of 7,-5.28,99.6,4.5,102.9,-3.4,108.6,2.3,-5.7,-5.7,Missed Playoffs,0,0,0.137
2020,Pistons,20,46,0.303,4th of 5,-4.38,97.6,-2.7,109,-1.6,112.7,2.1,-3.7,-3.5,Missed Playoffs,0,0,0.136
2014,Lakers,27,55,0.329,5th of 5,-5.33,98.7,4.8,104.2,-2.5,110.6,3.9,-6.4,-6.4,Missed Playoffs,0,0,0.136
1995,Warriors,26,56,0.317,6th of 7,-4.9,97.9,5,106.7,-1.6,112.2,3.9,-5.5,-5.5,Missed Playoffs,0,0,0.136
1991,Hornets,26,56,0.317,7th of 7,-4.95,97.3,-0.5,105,-2.9,110.4,2.5,-5.4,-5.4,Missed Playoffs,0,0,0.135
2017,76ers,28,54,0.341,4th of 5,-5.83,98.5,2.1,103.2,-5.6,108.9,0.1,-5.7,-5.7,Missed Playoffs,0,0,0.135
1996,Timberwolves,26,56,0.317,5th of 7,-5.14,93.5,1.7,104.1,-3.5,109.8,2.2,-5.7,-5.7,Missed Playoffs,0,0,0.131
2021,Timberwolves,23,49,0.319,4th of 5,-5.25,101.6,2.4,109.5,-2.8,115,2.7,-5.5,-5.5,Missed Playoffs,0,0,0.130
1993,76ers,26,56,0.317,6th of 7,-5.25,98.5,1.7,104.6,-3.4,110.4,2.4,-5.8,-5.8,Missed Playoffs,0,0,0.128
2017,Magic,29,53,0.354,5th of 5,-6.61,96.8,0.4,103.7,-5.1,110.5,1.7,-6.8,-6.8,Missed Playoffs,0,0,0.128
2001,Nets,26,56,0.317,6th of 7,-5.3,91.8,0.5,100,-3,105.5,2.5,-5.5,-5.5,Missed Playoffs,0,0,0.127
1990,Timberwolves,22,60,0.268,6th of 7,-3.6,91.1,-7.2,103.6,-4.5,108.2,0.1,-4.6,-4.6,Missed Playoffs,0,0,0.126
1996,Bucks,25,57,0.305,7th of 8,-4.92,90.2,-1.6,105.6,-2,111.5,3.9,-5.9,-5.9,Missed Playoffs,0,0,0.126
2018,Magic,25,57,0.305,4th of 5,-4.92,98.1,0.8,105.2,-3.4,110.1,1.5,-4.9,-4.9,Missed Playoffs,0,0,0.126
1998,Kings,27,55,0.329,5th of 7,-5.83,92.1,1.8,100.8,-4.2,106.9,1.9,-6.1,-6.1,Missed Playoffs,0,0,0.125
2014,Celtics,25,57,0.305,4th of 5,-4.97,93.3,-0.6,102.9,-3.8,107.7,1,-4.8,-4.8,Missed Playoffs,0,0,0.125
2023,Hornets,27,55,0.329,5th of 5,-5.89,100.8,1.7,109.2,-5.6,115.3,0.5,-6.1,-6.1,Missed Playoffs,0,0,0.124
2003,Heat,25,57,0.305,7th of 7,-5.13,87.8,-3.2,96.7,-6.9,102.4,-1.2,-5.7,-5.7,Missed Playoffs,0,0,0.122
2009,Timberwolves,24,58,0.293,4th of 5,-4.74,91.6,-0.1,106.1,-2.2,111.4,3.1,-5.3,-5.3,Missed Playoffs,0,0,0.121
2012,Wizards,20,46,0.303,4th of 5,-5.14,92.5,1.2,101,-3.6,106.2,1.6,-5.2,-5.2,Missed Playoffs,0,0,0.120
2011,Kings,24,58,0.293,5th of 5,-4.8,95.2,3.1,103.5,-3.8,109,1.7,-5.5,-5.5,Missed Playoffs,0,0,0.120
2020,Hornets,23,42,0.354,3rd of 5,-7.03,95.8,-4.5,106.3,-4.3,113.3,2.7,-7,-6.8,Missed Playoffs,0,0,0.119
1990,Kings,23,59,0.28,7th of 7,-4.41,96.7,-1.6,104.8,-3.3,110,1.9,-5.2,-5.2,Missed Playoffs,0,0,0.118
2013,Cavaliers,24,58,0.293,5th of 5,-4.87,92.3,0.3,104.3,-1.6,109.4,3.5,-5.1,-5.1,Missed Playoffs,0,0,0.118
2012,Nets,22,44,0.333,5th of 5,-6.37,90.1,-1.2,102.9,-1.7,109.6,5,-6.7,-6.7,Missed Playoffs,0,0,0.117
2021,Pistons,20,52,0.278,5th of 5,-4.38,97.9,-1.3,108,-4.3,112.5,0.2,-4.5,-4.5,Missed Playoffs,0,0,0.117
1995,76ers,24,58,0.293,6th of 7,-5.06,91,-1.9,104.1,-4.2,109.7,1.4,-5.6,-5.6,Missed Playoffs,0,0,0.114
2001,Hawks,25,57,0.305,7th of 8,-5.55,91.9,0.6,98.7,-4.3,104.3,1.3,-5.6,-5.6,Missed Playoffs,0,0,0.113
2017,Suns,24,58,0.293,5th of 5,-5.14,100.3,3.9,106.6,-2.2,112.2,3.4,-5.6,-5.6,Missed Playoffs,0,0,0.112
2009,Grizzlies,24,58,0.293,5th of 5,-5.23,90.1,-1.6,103.5,-4.8,109.5,1.2,-6,-6.0,Missed Playoffs,0,0,0.111
2024,Grizzlies,27,55,0.329,4th of 5,-6.57,98.2,-0.3,107.2,-8.1,114.3,-1,-7.1,-7.1,Missed Playoffs,0,0,0.110
2018,Kings,27,55,0.329,4th of 5,-6.6,94.9,-2.4,103.7,-4.9,111.1,2.5,-7.4,-7.4,Missed Playoffs,0,0,0.109
2018,Hawks,24,58,0.293,5th of 5,-5.3,98.3,1,105,-3.6,110.6,2,-5.6,-5.6,Missed Playoffs,0,0,0.109
