Year,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
2018,33,Alec Burks,SG,26,UTA,9,0,120,30,64,0.469,9,20,0.450,21,44,0.477,0.539,13,15,0.867,2,22,24,17,4,1,8,9,82,burksal01
2018,34,Jimmy Butler,SG,28,MIN,5,5,170,28,63,0.444,8,17,0.471,20,46,0.435,0.508,15,18,0.833,3,27,30,20,4,1,5,9,79,butleji01
2018,35,José Calderón,PG,36,CLE,13,3,104,9,26,0.346,4,18,0.222,5,8,0.625,0.423,2,2,1.000,2,9,11,9,5,0,5,15,24,caldejo01
2018,36,Clint Capela,C,23,HOU,17,17,520,95,144,0.660,0,0,,95,144,0.660,0.660,26,55,0.473,61,136,197,22,14,36,15,38,216,capelca01
2018,37,Ian Clark,SG,26,NOP,9,0,190,28,66,0.424,10,28,0.357,18,38,0.474,0.500,4,4,1.000,2,8,10,11,8,2,9,20,70,clarkia01
2018,38,Jordan Clarkson,SG,25,CLE,19,0,286,37,123,0.301,11,46,0.239,26,77,0.338,0.346,5,6,0.833,9,23,32,13,8,3,13,21,90,clarkjo01
2018,39,Zach Collins,C,20,POR,4,0,70,11,30,0.367,3,14,0.214,8,16,0.500,0.417,3,4,0.750,3,9,12,6,3,2,2,10,28,colliza01
2018,40,Darren Collison,PG,30,IND,7,7,214,31,68,0.456,8,23,0.348,23,45,0.511,0.515,9,12,0.750,1,20,21,33,7,0,9,7,79,collida01
2018,41,Pat Connaughton,SG,25,POR,4,0,59,6,15,0.400,2,10,0.200,4,5,0.800,0.467,2,2,1.000,2,2,4,6,1,1,1,9,16,connapa01
2018,42,Quinn Cook,PG,24,GSW,17,0,175,30,67,0.448,7,31,0.226,23,36,0.639,0.500,14,17,0.824,2,21,23,11,4,2,5,13,81,cookqu01
2018,43,Robert Covington,SF,27,PHI,10,8,281,27,83,0.325,15,48,0.313,12,35,0.343,0.416,12,16,0.750,12,41,53,25,11,9,11,30,81,covinro01
2018,44,Jamal Crawford,SG,37,MIN,5,0,123,21,47,0.447,7,17,0.412,14,30,0.467,0.521,10,13,0.769,1,12,13,12,5,0,5,6,59,crawfja01
2018,45,Jordan Crawford,SG,29,NOP,2,0,15,8,13,0.615,3,8,0.375,5,5,1.000,0.731,0,0,,0,4,4,1,1,0,3,1,19,crawfjo02
2018,46,Jae Crowder,SF,27,UTA,11,2,323,35,108,0.324,22,66,0.333,13,42,0.310,0.426,18,28,0.643,4,52,56,19,15,2,14,25,110,crowdja01
2018,47,Stephen Curry,PG,29,GSW,15,14,555,137,304,0.451,64,162,0.395,73,142,0.514,0.556,45,47,0.957,9,82,91,81,26,11,43,38,383,curryst01
2018,48,Anthony Davis,PF,24,NOP,9,9,358,106,204,0.520,6,22,0.273,100,182,0.549,0.534,53,64,0.828,24,97,121,15,18,21,23,30,271,davisan02
2018,49,Ed Davis,C,28,POR,4,0,71,5,10,0.500,0,0,,5,10,0.500,0.500,1,4,0.250,5,27,32,0,0,1,4,7,11,davised01
2018,50,Matthew Dellavedova,PG,27,MIL,6,0,78,4,12,0.333,2,9,0.222,2,3,0.667,0.417,2,2,1.000,1,4,5,16,2,0,6,6,12,dellama01
2018,51,DeMar DeRozan,SG,28,TOR,10,10,354,87,199,0.437,10,35,0.286,77,164,0.470,0.462,43,53,0.811,6,30,36,40,5,6,23,24,227,derozde01
2018,52,Cheick Diallo,PF,21,NOP,7,0,48,5,12,0.417,0,0,,5,12,0.417,0.417,0,0,,4,5,9,0,1,1,1,9,10,diallch01
2018,53,Gorgui Dieng,C,28,MIN,5,0,70,6,18,0.333,2,5,0.400,4,13,0.308,0.389,3,4,0.750,3,15,18,4,2,4,1,6,17,dienggo01
2018,54,Goran Dragić,PG,31,MIA,5,5,156,35,75,0.467,8,21,0.381,27,54,0.500,0.520,15,22,0.682,3,10,13,23,5,0,15,15,93,dragigo01
2018,55,Kevin Durant,SF,29,GSW,21,21,807,212,435,0.487,47,138,0.341,165,297,0.556,0.541,137,152,0.901,13,150,163,99,15,25,50,43,608,duranke01
2018,56,Wayne Ellington,SG,30,MIA,5,0,101,12,35,0.343,12,30,0.400,0,5,0.000,0.514,3,3,1.000,1,7,8,3,2,2,3,9,39,ellinwa01
2018,57,Joel Embiid,C,23,PHI,8,8,278,60,138,0.435,8,29,0.276,52,109,0.477,0.464,43,61,0.705,23,78,101,24,7,14,29,31,171,embiijo01
2018,58,Dante Exum,PG,22,UTA,10,0,114,20,41,0.488,2,7,0.286,18,34,0.529,0.512,9,12,0.750,4,10,14,10,1,1,15,15,51,exumda01
2018,59,Derrick Favors,C,26,UTA,11,9,286,42,68,0.618,2,5,0.400,40,63,0.635,0.632,16,33,0.485,20,37,57,13,8,11,10,17,102,favorde01
2018,60,Raymond Felton,PG,33,OKC,6,0,79,12,31,0.387,7,14,0.500,5,17,0.294,0.500,0,2,0.000,2,11,13,9,4,2,5,7,31,feltora01
2018,61,Terrance Ferguson,SG,19,OKC,3,0,6,1,1,1.000,1,1,1.000,0,0,,1.500,0,0,,1,0,1,1,0,0,0,2,3,fergute01
2018,62,Bryn Forbes,SG,24,SAS,4,0,54,5,17,0.294,2,9,0.222,3,8,0.375,0.353,5,7,0.714,1,2,3,2,0,0,0,3,17,forbebr01
2018,63,Tim Frazier,PG,27,WAS,2,0,6,0,1,0.000,0,0,,0,1,0.000,0.000,0,0,,0,1,1,3,1,0,0,2,0,fraziti01
2018,64,Markelle Fultz,SG,19,PHI,3,0,23,1,7,0.143,0,0,,1,7,0.143,0.143,3,4,0.750,0,3,3,5,2,0,1,4,5,fultzma01
2018,65,Pau Gasol*,C,37,SAS,5,0,90,10,20,0.500,1,3,0.333,9,17,0.529,0.525,9,10,0.900,2,22,24,14,0,1,6,5,30,gasolpa01
2018,66,Rudy Gay,PF,31,SAS,5,4,160,26,65,0.400,4,18,0.222,22,47,0.468,0.431,5,9,0.556,9,19,28,11,8,1,6,16,61,gayru01
2018,67,Paul George,SF,27,OKC,6,6,251,49,120,0.408,19,52,0.365,30,68,0.441,0.488,31,36,0.861,4,32,36,16,8,4,24,17,148,georgpa01
2018,68,Marcus Georges-Hunt,SG,23,MIN,2,0,3,0,1,0.000,0,0,,0,1,0.000,0.000,0,0,,1,0,1,0,0,0,0,0,0,georgma01
2018,69,Taj Gibson,PF,32,MIN,5,5,123,14,22,0.636,0,0,,14,22,0.636,0.636,3,3,1.000,7,13,20,2,1,2,4,8,31,gibsota01
2018,70,Manu Ginóbili*,SG,40,SAS,5,0,107,15,37,0.405,6,18,0.333,9,19,0.474,0.486,9,11,0.818,1,14,15,16,7,1,7,13,45,ginobma01
2018,71,Rudy Gobert,C,25,UTA,11,11,383,55,84,0.655,0,0,,55,84,0.655,0.655,35,58,0.603,43,75,118,11,10,25,21,34,145,goberru01
2018,72,Eric Gordon,SG,29,HOU,17,2,549,84,221,0.380,43,130,0.331,41,91,0.451,0.477,51,61,0.836,9,36,45,28,10,8,24,29,262,gordoer01
2018,73,Marcin Gortat,C,33,WAS,6,6,160,24,43,0.558,0,0,,24,43,0.558,0.558,4,7,0.571,13,25,38,6,0,2,6,15,52,gortama01
2018,74,Jerami Grant,PF,23,OKC,6,0,133,18,35,0.514,2,8,0.250,16,27,0.593,0.543,5,11,0.455,8,12,20,6,4,3,6,15,43,grantje01
2018,75,Danny Green,SG,30,SAS,5,5,103,8,30,0.267,5,20,0.250,3,10,0.300,0.350,0,0,,4,7,11,1,1,4,2,8,21,greenda02
2018,76,Draymond Green,PF,27,GSW,21,21,819,83,192,0.432,21,79,0.266,62,113,0.549,0.487,39,49,0.796,42,180,222,171,41,31,63,75,226,greendr01
2018,77,Gerald Green,SG,32,HOU,17,0,272,37,94,0.394,27,72,0.375,10,22,0.455,0.537,6,7,0.857,6,44,50,1,4,7,10,27,107,greenge01
2018,78,Jeff Green,PF,31,CLE,22,2,523,58,142,0.408,21,70,0.300,37,72,0.514,0.482,33,46,0.717,7,46,53,32,7,15,17,36,170,greenje02
2018,79,James Harden,SG,28,HOU,17,17,621,158,385,0.410,52,174,0.299,106,211,0.502,0.478,118,133,0.887,14,75,89,116,38,11,65,46,486,hardeja01
2018,80,Maurice Harkless,SF,24,POR,2,1,53,7,13,0.538,2,6,0.333,5,7,0.714,0.615,0,0,,3,5,8,4,0,1,1,4,16,harklma01
2018,81,John Henson,C,27,MIL,2,2,74,9,13,0.692,0,0,,9,13,0.692,0.692,1,2,0.500,4,8,12,5,0,7,4,4,19,hensojo01
2018,82,Nenê,C,35,HOU,11,0,107,12,20,0.600,0,0,,12,20,0.600,0.600,7,11,0.636,6,22,28,5,2,5,8,18,31,hilarne01
2018,83,George Hill,PG,31,CLE,19,18,557,59,131,0.450,16,51,0.314,43,80,0.538,0.511,41,53,0.774,13,28,41,42,10,8,22,52,175,hillge01
2018,84,Solomon Hill,SF,26,NOP,9,0,114,9,25,0.360,6,16,0.375,3,9,0.333,0.480,9,10,0.900,6,11,17,7,1,1,6,17,33,hillso01
2018,85,Jrue Holiday,SG,27,NOP,9,9,348,88,170,0.518,16,50,0.320,72,120,0.600,0.565,21,30,0.700,9,42,51,57,10,5,23,22,213,holidjr01
2018,86,Richaun Holmes,C,24,PHI,3,0,11,0,1,0.000,0,0,,0,1,0.000,0.000,0,0,,0,1,1,1,0,0,0,3,0,holmeri01
2018,87,Rodney Hood,SG,25,CLE,17,1,260,39,92,0.424,4,24,0.167,35,68,0.515,0.446,9,12,0.750,7,24,31,18,5,4,13,30,91,hoodro01
2018,88,Al Horford,C,31,BOS,19,19,679,111,204,0.544,15,43,0.349,96,161,0.596,0.581,62,75,0.827,32,125,157,63,19,22,32,39,299,horfoal01
2018,89,Josh Huestis,PF,26,OKC,4,0,19,1,2,0.500,0,0,,1,2,0.500,0.500,1,2,0.500,0,3,3,0,1,1,0,3,3,huestjo01
2018,90,Serge Ibaka,PF,28,TOR,10,9,260,30,72,0.417,9,24,0.375,21,48,0.438,0.479,18,22,0.818,13,46,59,11,1,13,16,21,87,ibakase01
2018,91,Andre Iguodala,SF,34,GSW,15,12,401,42,85,0.494,14,37,0.378,28,48,0.583,0.576,24,34,0.706,11,57,68,41,21,7,14,29,122,iguodan01
2018,92,Ersan İlyasova,PF,30,PHI,10,1,233,36,84,0.429,9,31,0.290,27,53,0.509,0.482,12,21,0.571,26,50,76,13,7,4,10,25,93,ilyaser01
2018,93,Joe Ingles,SF,30,UTA,11,11,382,57,121,0.471,35,77,0.455,22,44,0.500,0.616,11,17,0.647,5,43,48,37,6,2,26,29,160,inglejo01
2018,94,Aaron Jackson,PG,31,HOU,7,0,17,2,4,0.500,0,2,0.000,2,2,1.000,0.500,1,2,0.500,2,2,4,2,0,0,2,2,5,jacksaa01
2018,95,LeBron James,PF,33,CLE,22,22,922,275,510,0.539,39,114,0.342,236,396,0.596,0.577,159,213,0.746,31,169,200,198,30,23,94,52,748,jamesle01
2018,96,Brandon Jennings,PG,28,MIL,1,0,5,0,2,0.000,0,2,0.000,0,0,,0.000,2,2,1.000,0,0,0,0,0,0,1,0,2,jennibr01
2018,97,Jonas Jerebko,PF,30,UTA,10,0,79,8,19,0.421,1,6,0.167,7,13,0.538,0.447,2,2,1.000,4,12,16,3,3,0,1,9,19,jerebjo01
2018,98,Amir Johnson,C,30,PHI,8,1,94,11,21,0.524,0,0,,11,21,0.524,0.524,4,5,0.800,14,9,23,9,2,1,3,10,26,johnsam01
2018,99,Dakari Johnson,C,22,OKC,2,0,3,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,johnsda04
2018,100,James Johnson,PF,30,MIA,5,5,161,23,42,0.548,7,13,0.538,16,29,0.552,0.631,9,14,0.643,3,27,30,24,6,6,10,17,62,johnsja01
2018,101,Joe Johnson,SF,36,HOU,8,0,54,6,17,0.353,0,3,0.000,6,14,0.429,0.353,0,0,,0,10,10,3,0,1,3,4,12,johnsjo02
2018,102,Tyler Johnson,PG,25,MIA,5,5,81,14,26,0.538,6,10,0.600,8,16,0.500,0.654,6,7,0.857,1,7,8,4,2,0,2,14,40,johnsty01
2018,103,Damian Jones,C,22,GSW,4,0,11,1,2,0.500,0,0,,1,2,0.500,0.500,2,3,0.667,1,2,3,0,0,0,3,4,4,jonesda03
2018,104,Tyus Jones,PG,21,MIN,4,0,55,2,7,0.286,0,2,0.000,2,5,0.400,0.286,0,0,,0,9,9,8,1,0,1,0,4,jonesty01
2018,105,Cory Joseph,PG,26,IND,7,0,143,12,33,0.364,3,11,0.273,9,22,0.409,0.409,6,6,1.000,2,15,17,21,9,2,4,10,33,josepco01
2018,106,Furkan Korkmaz,SG,20,PHI,1,0,2,1,1,1.000,1,1,1.000,0,0,,1.500,0,0,,0,0,0,0,0,0,0,1,3,korkmfu01
2018,107,Kyle Korver,SG,36,CLE,22,11,505,59,141,0.418,45,109,0.413,14,32,0.438,0.578,19,22,0.864,6,46,52,19,9,9,14,44,182,korveky01
2018,108,Shane Larkin,PG,25,BOS,11,0,154,16,35,0.457,4,13,0.308,12,22,0.545,0.514,5,5,1.000,1,10,11,20,5,0,6,15,41,larkish01
2018,109,Joffrey Lauvergne,C,26,SAS,1,0,6,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,1,1,0,0,0,0,0,2,lauvejo01
2018,110,Ty Lawson,PG,30,WAS,5,0,96,9,26,0.346,5,8,0.625,4,18,0.222,0.442,6,6,1.000,2,11,13,15,3,0,3,6,29,lawsoty01
2018,111,Jake Layman,SF,23,POR,1,0,8,3,3,1.000,0,0,,3,3,1.000,1.000,0,0,,0,1,1,1,2,0,0,0,6,laymaja01
2018,112,T.J. Leaf,PF,20,IND,1,0,4,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,leaftj01
2018,113,Meyers Leonard,C,25,POR,2,0,8,4,4,1.000,0,0,,4,4,1.000,1.000,0,0,,0,4,4,0,0,0,0,0,8,leoname01
2018,114,DeAndre Liggins,SG,29,NOP,3,0,14,0,1,0.000,0,0,,0,1,0.000,0.000,1,2,0.500,0,1,1,0,0,0,2,0,1,liggide01
2018,115,Damian Lillard,PG,27,POR,4,4,162,25,71,0.352,9,30,0.300,16,41,0.390,0.415,15,17,0.882,3,15,18,19,5,0,16,8,74,lillada01
2018,116,Shaun Livingston,PG,32,GSW,21,0,362,59,110,0.536,0,1,0.000,59,109,0.541,0.536,22,25,0.880,11,36,47,31,7,1,16,33,140,livinsh01
2018,117,Kevon Looney,C,21,GSW,21,5,387,39,72,0.542,0,2,0.000,39,70,0.557,0.542,8,21,0.381,42,47,89,19,14,8,8,50,86,looneke01
2018,118,Kevin Love,C,29,CLE,21,21,660,109,278,0.392,36,106,0.340,73,172,0.424,0.457,59,64,0.922,49,166,215,34,15,8,41,58,313,loveke01
2018,119,Kyle Lowry,PG,31,TOR,10,10,361,60,118,0.508,28,63,0.444,32,55,0.582,0.627,26,32,0.813,2,41,43,85,15,0,31,33,174,lowryky01
2018,120,Ian Mahinmi,C,31,WAS,6,0,52,10,14,0.714,0,0,,10,14,0.714,0.714,10,11,0.909,4,7,11,1,4,5,1,10,30,mahinia01
2018,121,Thon Maker,C,20,MIL,6,2,130,11,28,0.393,6,20,0.300,5,8,0.625,0.500,5,7,0.714,6,17,23,5,2,11,4,17,33,makerth01
2018,122,Luc Mbah a Moute,PF,31,HOU,9,0,149,9,36,0.250,3,15,0.200,6,21,0.286,0.292,4,7,0.571,3,19,22,3,6,4,6,8,25,mbahalu01
2018,123,Patrick McCaw,SG,22,GSW,6,0,16,1,2,0.500,0,1,0.000,1,1,1.000,0.500,2,2,1.000,1,2,3,0,2,0,0,1,4,mccawpa01
2018,124,CJ McCollum,SG,26,POR,4,4,155,40,77,0.519,11,26,0.423,29,51,0.569,0.591,10,13,0.769,0,8,8,14,5,1,9,11,101,mccolcj01
2018,125,T.J. McConnell,PG,25,PHI,10,2,155,25,36,0.694,2,3,0.667,23,33,0.697,0.722,3,5,0.600,6,20,26,23,6,0,6,13,55,mccontj01
2018,126,JaVale McGee,C,30,GSW,13,9,158,39,58,0.672,0,1,0.000,39,57,0.684,0.672,6,9,0.667,16,26,42,4,3,11,5,20,84,mcgeeja01
2018,127,Rodney McGruder,SG,26,MIA,4,0,16,1,4,0.250,0,2,0.000,1,2,0.500,0.250,0,0,,0,4,4,0,0,0,0,3,2,mcgruro01
2018,128,Khris Middleton,SF,26,MIL,7,7,275,67,112,0.598,25,41,0.610,42,71,0.592,0.710,14,19,0.737,1,35,36,22,6,5,16,30,173,middlkh01
2018,129,C.J. Miles,SF,30,TOR,10,1,227,32,71,0.451,19,45,0.422,13,26,0.500,0.585,13,16,0.813,6,18,24,8,7,3,9,21,96,milescj01
2018,130,Darius Miller,SF,27,NOP,9,0,162,14,34,0.412,9,24,0.375,5,10,0.500,0.544,6,6,1.000,2,18,20,11,5,0,6,10,43,milleda01
2018,131,Patty Mills,PG,29,SAS,5,5,165,25,57,0.439,13,35,0.371,12,22,0.545,0.553,4,5,0.800,2,8,10,13,3,1,9,15,67,millspa02
2018,132,Nikola Mirotić,PF,26,NOP,9,9,320,49,102,0.480,22,51,0.431,27,51,0.529,0.588,15,19,0.789,9,77,86,15,10,12,10,24,135,mirotni01
2018,133,Donovan Mitchell,SG,21,UTA,11,11,411,102,243,0.420,25,80,0.313,77,163,0.472,0.471,39,43,0.907,9,56,65,46,16,4,32,35,268,mitchdo01
2018,134,Greg Monroe,C,27,BOS,11,0,105,19,38,0.500,0,0,,19,38,0.500,0.500,15,22,0.682,14,21,35,5,2,2,14,9,53,monrogr01
2018,135,E'Twaun Moore,SG,28,NOP,9,9,284,41,88,0.466,9,25,0.360,32,63,0.508,0.517,11,16,0.688,6,17,23,15,6,1,11,20,102,mooreet01
2018,136,Marcus Morris,PF,28,BOS,19,4,562,82,223,0.368,30,72,0.417,52,151,0.344,0.435,42,59,0.712,20,83,103,21,7,5,19,60,236,morrima03
2018,137,Markieff Morris,PF,28,WAS,6,6,181,24,49,0.490,2,12,0.167,22,37,0.595,0.510,9,10,0.900,14,31,45,10,4,5,6,22,59,morrima02
2018,138,Shabazz Muhammad,SG,25,MIL,4,0,29,9,20,0.450,4,5,0.800,5,15,0.333,0.550,3,5,0.600,0,4,4,0,2,1,2,2,25,muhamsh01
2018,139,Dejounte Murray,PG,21,SAS,5,5,96,14,31,0.452,4,6,0.667,10,25,0.400,0.516,7,9,0.778,4,17,21,9,5,2,5,11,39,murrade01
2018,140,Abdel Nader,SF,24,BOS,11,0,33,5,15,0.333,0,4,0.000,5,11,0.455,0.333,2,4,0.500,1,2,3,3,1,1,2,2,12,naderab01
2018,141,Larry Nance Jr.,C,25,CLE,20,0,307,41,60,0.683,0,1,0.000,41,59,0.695,0.683,14,31,0.452,35,55,90,18,16,14,12,35,96,nancela02
2018,142,Shabazz Napier,PG,26,POR,2,0,35,5,11,0.455,0,4,0.000,5,7,0.714,0.455,1,2,0.500,0,2,2,3,3,0,6,1,11,napiesh01
2018,143,Raul Neto,PG,25,UTA,8,0,72,7,23,0.304,2,7,0.286,5,16,0.313,0.348,5,5,1.000,2,8,10,10,2,0,4,7,21,netora01
2018,144,Lucas Nogueira,C,25,TOR,5,0,24,0,1,0.000,0,0,,0,1,0.000,0.000,1,2,0.500,0,1,1,1,0,0,3,6,1,noguelu01
2018,145,Jusuf Nurkić,C,23,POR,4,4,94,19,39,0.487,0,0,,19,39,0.487,0.487,9,11,0.818,12,20,32,4,6,5,3,14,47,nurkiju01
2018,146,Royce O'Neale,SF,24,UTA,11,5,259,28,56,0.500,10,28,0.357,18,28,0.643,0.589,12,19,0.632,3,35,38,15,10,4,16,30,78,onealro01
2018,147,Semi Ojeleye,PF,23,BOS,17,3,230,10,33,0.303,6,22,0.273,4,11,0.364,0.394,6,7,0.857,4,24,28,2,3,0,2,21,32,ojelese01
2018,148,Emeka Okafor,C,35,NOP,1,0,4,0,1,0.000,0,0,,0,1,0.000,0.000,0,0,,0,0,0,0,0,0,0,1,0,okafoem01
2018,149,Victor Oladipo,SG,25,IND,7,7,261,53,127,0.417,23,57,0.404,30,70,0.429,0.508,30,41,0.732,3,55,58,42,17,3,24,11,159,oladivi01
2018,150,Kelly Olynyk,PF,26,MIA,5,0,146,21,44,0.477,8,19,0.421,13,25,0.520,0.568,14,20,0.700,7,16,23,19,7,6,8,19,64,olynyke01
2018,151,Chinanu Onuaku,C,21,HOU,1,0,3,0,0,,0,0,,0,0,,,0,0,,1,0,1,1,1,0,0,1,0,onuakch01
2018,152,Cedi Osman,SF,22,CLE,14,0,62,6,18,0.333,1,7,0.143,5,11,0.455,0.361,1,4,0.250,1,6,7,3,3,0,0,5,14,osmande01
2018,153,Kelly Oubre Jr.,SF,22,WAS,6,1,148,18,48,0.375,4,19,0.211,14,29,0.483,0.417,16,18,0.889,1,22,23,4,6,3,5,16,56,oubreke01
2018,154,Zaza Pachulia,C,33,GSW,7,0,26,4,7,0.571,0,0,,4,7,0.571,0.571,9,12,0.750,6,6,12,1,3,1,3,1,17,pachuza01
2018,155,Jabari Parker,PF,22,MIL,7,0,167,28,62,0.452,6,19,0.316,22,43,0.512,0.500,8,13,0.615,8,35,43,10,7,4,6,15,70,parkeja01
2018,156,Tony Parker*,PG,35,SAS,5,0,67,14,37,0.378,0,5,0.000,14,32,0.438,0.378,5,7,0.714,0,4,4,6,2,0,4,2,33,parketo01
2018,157,Patrick Patterson,PF,28,OKC,6,0,58,3,6,0.500,2,4,0.500,1,2,0.500,0.667,0,0,,1,10,11,3,1,0,3,8,8,pattepa01
2018,158,Brandon Paul,SG,26,SAS,1,0,3,0,0,,0,0,,0,0,,,0,0,,0,1,1,1,0,0,0,0,0,paulbr01
2018,159,Chris Paul,PG,32,HOU,15,15,517,118,257,0.459,37,99,0.374,81,158,0.513,0.531,44,53,0.830,9,80,89,87,30,4,28,47,317,paulch01
2018,160,Jakob Poeltl,C,22,TOR,9,0,140,17,31,0.548,0,1,0.000,17,30,0.567,0.548,15,19,0.789,15,21,36,6,3,4,8,25,49,poeltja01
2018,161,Otto Porter Jr.,SF,24,WAS,5,5,158,20,41,0.488,5,12,0.417,15,29,0.517,0.549,5,8,0.625,1,24,25,8,6,5,3,6,50,porteot01
2018,162,Norman Powell,SG,24,TOR,6,0,40,4,14,0.286,1,7,0.143,3,7,0.429,0.321,3,4,0.750,0,2,2,2,0,0,1,4,12,powelno01
2018,163,Zhou Qi,C,22,HOU,3,0,6,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,1,1,0,0,0,0,0,2,qizh01
2018,164,JJ Redick,SG,33,PHI,10,10,342,60,135,0.444,26,75,0.347,34,60,0.567,0.541,36,42,0.857,3,12,15,26,8,1,11,21,182,redicjj01
2018,165,Josh Richardson,SF,24,MIA,5,5,130,15,40,0.375,6,19,0.316,9,21,0.429,0.450,6,7,0.857,4,11,15,14,11,5,5,17,42,richajo01
2018,166,Glenn Robinson III,SF,24,IND,2,0,6,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,1,1,0,0,0,0,0,2,robingl02
2018,167,Rajon Rondo,PG,31,NOP,9,9,302,38,92,0.413,8,19,0.421,30,73,0.411,0.457,9,14,0.643,9,59,68,110,13,2,33,20,93,rondora01
2018,168,Derrick Rose,PG,29,MIN,5,0,119,29,57,0.509,7,10,0.700,22,47,0.468,0.570,6,7,0.857,1,8,9,13,2,0,8,9,71,rosede01
2018,169,Terry Rozier,PG,23,BOS,19,19,696,108,266,0.406,51,147,0.347,57,119,0.479,0.502,46,56,0.821,8,92,100,109,24,6,22,38,313,roziete01
2018,170,Ricky Rubio,PG,27,UTA,6,6,181,28,79,0.354,10,32,0.313,18,47,0.383,0.418,18,23,0.783,5,39,44,42,8,3,18,13,84,rubiori01
2018,171,Domantas Sabonis,C,21,IND,7,0,166,36,62,0.581,1,7,0.143,35,55,0.636,0.589,14,18,0.778,14,18,32,5,1,2,7,22,87,sabondo01
2018,172,Dario Šarić,PF,23,PHI,10,10,329,59,140,0.421,20,52,0.385,39,88,0.443,0.493,34,40,0.850,32,41,73,35,10,4,15,28,172,saricda01
2018,173,Tomáš Satoranský,SG,26,WAS,6,0,60,2,13,0.154,0,3,0.000,2,10,0.200,0.154,3,4,0.750,5,4,9,3,0,0,3,4,7,satorto01
2018,174,Mike Scott,PF,29,WAS,6,0,126,26,41,0.634,7,11,0.636,19,30,0.633,0.720,6,6,1.000,6,15,21,4,2,1,5,10,65,scottmi01
2018,175,Pascal Siakam,PF,23,TOR,10,0,179,25,41,0.610,3,4,0.750,22,37,0.595,0.646,13,20,0.650,9,27,36,8,1,6,7,27,66,siakapa01
2018,176,Ben Simmons,PG,21,PHI,10,10,369,61,125,0.488,0,1,0.000,61,124,0.492,0.488,41,58,0.707,16,78,94,77,17,8,44,34,163,simmobe01
2018,177,Marcus Smart,SG,23,BOS,15,4,449,48,143,0.336,15,68,0.221,33,75,0.440,0.388,36,49,0.735,14,42,56,80,26,10,36,44,147,smartma01
2018,178,J.R. Smith,SG,32,CLE,22,21,706,65,187,0.348,44,120,0.367,21,67,0.313,0.465,17,22,0.773,10,50,60,25,21,4,19,54,191,smithjr01
2018,179,Jason Smith,C,31,WAS,1,0,2,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,smithja02
2018,180,Tony Snell,SG,26,MIL,7,2,134,7,24,0.292,5,21,0.238,2,3,0.667,0.396,0,0,,1,12,13,4,3,4,3,10,19,snellto01
2018,181,Lance Stephenson,SG,27,IND,7,0,149,30,65,0.462,8,26,0.308,22,39,0.564,0.523,5,9,0.556,3,16,19,20,2,1,9,20,73,stephla01
2018,182,David Stockton,PG,26,UTA,2,0,6,1,3,0.333,0,1,0.000,1,2,0.500,0.333,0,0,,0,1,1,0,0,0,0,1,2,stockda01
2018,183,Caleb Swanigan,PF,20,POR,1,0,8,0,2,0.000,0,1,0.000,0,1,0.000,0.000,3,4,0.750,0,2,2,1,0,0,1,1,3,swanica01
2018,184,Jayson Tatum,SF,19,BOS,19,19,683,123,261,0.471,23,71,0.324,100,190,0.526,0.515,82,97,0.845,10,73,83,52,23,10,41,50,351,tatumja01
2018,185,Jeff Teague,PG,29,MIN,5,5,153,23,51,0.451,7,18,0.389,16,33,0.485,0.520,12,17,0.706,3,15,18,29,3,2,14,19,65,teaguje01
2018,186,Jason Terry,SG,40,MIL,3,0,44,2,5,0.400,2,5,0.400,0,0,,0.600,0,0,,1,1,2,2,1,0,1,2,6,terryja01
2018,187,Klay Thompson,SG,27,GSW,21,21,794,159,342,0.465,67,157,0.427,92,185,0.497,0.563,27,31,0.871,11,75,86,38,16,6,31,48,412,thompkl01
2018,188,Tristan Thompson,C,26,CLE,19,11,416,49,83,0.590,0,1,0.000,49,82,0.598,0.590,20,27,0.741,44,68,112,11,2,8,11,26,118,thomptr01
2018,189,Karl-Anthony Towns,C,22,MIN,5,5,170,28,60,0.467,3,11,0.273,25,49,0.510,0.492,17,23,0.739,15,52,67,11,2,5,12,14,76,townska01
2018,190,P.J. Tucker,PF,32,HOU,17,17,569,52,108,0.481,35,75,0.467,17,33,0.515,0.644,12,18,0.667,23,88,111,22,11,13,14,46,151,tuckepj01
2018,191,Evan Turner,SF,29,POR,3,3,87,12,33,0.364,2,7,0.286,10,26,0.385,0.394,2,2,1.000,5,7,12,10,3,1,6,8,28,turneev01
2018,192,Myles Turner,C,21,IND,7,7,196,33,54,0.611,6,13,0.462,27,41,0.659,0.667,15,19,0.789,6,30,36,4,2,4,11,25,87,turnemy01
