Year,Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
1991,1,Alaa Abdelnaby,PF,22,POR,5,0,13,2,6,0.333,0,0,,2,6,0.333,0.333,0,0,,1,2,3,0,0,0,0,0,4,abdelal01
1991,2,Mark Aguirre,SF,31,DET,15,2,397,90,178,0.506,12,33,0.364,78,145,0.538,0.539,42,51,0.824,17,44,61,29,12,1,20,41,234,aguirma01
1991,3,Danny Ainge,SG,31,POR,16,0,277,47,105,0.448,11,36,0.306,36,69,0.522,0.500,23,28,0.821,1,27,28,31,12,4,24,33,128,aingeda01
1991,4,Ron Anderson,SF,32,PHI,8,0,223,35,88,0.398,1,5,0.200,34,83,0.410,0.403,17,19,0.895,9,12,21,19,6,0,12,24,88,anderro01
1991,5,Willie Anderson,SG,24,SAS,4,4,159,33,68,0.485,2,10,0.200,31,58,0.534,0.500,8,13,0.615,2,17,19,19,6,2,13,16,76,anderwi01
1991,6,B.J. Armstrong,PG,23,CHI,17,0,273,35,70,0.500,3,5,0.600,32,65,0.492,0.521,20,25,0.800,5,22,27,43,19,1,13,13,93,armstbj01
1991,7,Vincent Askew,SG,24,GSW,6,0,41,6,15,0.400,0,0,,6,15,0.400,0.400,3,6,0.500,5,6,11,2,2,0,0,6,15,askewvi01
1991,8,Thurl Bailey,PF,29,UTA,9,0,228,23,64,0.359,0,0,,23,64,0.359,0.359,22,25,0.880,11,21,32,9,3,6,12,27,68,baileth01
1991,9,Charles Barkley*,SF,27,PHI,8,8,326,74,125,0.592,2,20,0.100,72,105,0.686,0.600,49,75,0.653,31,53,84,48,15,3,25,23,199,barklch01
1991,10,Dana Barros,PG,23,SEA,3,0,25,9,13,0.692,2,5,0.400,7,8,0.875,0.769,3,4,0.750,1,3,4,5,3,0,3,1,23,barroda01
1991,11,John Battle,SG,28,ATL,5,0,107,16,44,0.364,2,5,0.400,14,39,0.359,0.386,24,25,0.960,4,6,10,11,1,0,9,11,58,battljo01
1991,12,William Bedford,C,27,DET,8,3,65,5,24,0.208,0,2,0.000,5,22,0.227,0.208,9,14,0.643,9,13,22,4,2,4,4,14,19,bedfowi01
1991,13,Benoit Benjamin,C,26,SEA,5,5,163,20,41,0.488,0,0,,20,41,0.488,0.488,29,32,0.906,7,26,33,1,3,13,11,17,69,benjabe01
1991,14,Larry Bird*,SF,34,BOS,10,10,396,62,152,0.408,3,21,0.143,59,131,0.450,0.418,44,51,0.863,8,64,72,65,13,3,19,28,171,birdla01
1991,15,Manute Bol,C,28,PHI,8,0,109,9,18,0.500,0,0,,9,18,0.500,0.500,6,9,0.667,4,15,19,1,1,12,5,14,24,bolma01
1991,16,Frank Brickowski,PF,31,MIL,3,3,110,24,45,0.533,0,2,0.000,24,43,0.558,0.533,7,14,0.500,5,21,26,3,1,2,6,16,55,brickfr01
1991,17,Dee Brown,PG,22,BOS,11,0,284,53,108,0.491,0,5,0.000,53,103,0.515,0.491,28,34,0.824,9,36,45,41,11,6,22,32,134,brownde01
1991,18,Mike Brown,C,27,UTA,9,0,223,27,56,0.482,0,0,,27,56,0.482,0.482,32,38,0.842,20,46,66,5,3,1,12,36,86,brownmi01
1991,19,Tony Brown,SG,30,UTA,4,0,29,4,8,0.500,1,2,0.500,3,6,0.500,0.563,0,0,,2,1,3,1,0,0,1,2,9,brownto01
1991,20,Mark Bryant,PF,25,POR,14,0,137,10,22,0.455,0,0,,10,22,0.455,0.455,14,16,0.875,14,18,32,2,2,1,4,25,34,bryanma01
1991,21,Michael Cage,C,29,SEA,5,0,80,6,14,0.429,0,0,,6,14,0.429,0.429,13,17,0.765,9,12,21,2,3,2,3,12,25,cagemi01
1991,22,Elden Campbell,PF,22,LAL,14,0,138,25,38,0.658,0,0,,25,38,0.658,0.658,7,15,0.467,8,21,29,3,6,8,6,23,57,campbel01
1991,23,Joe Barry Carroll,C,32,PHO,2,0,15,4,8,0.500,0,0,,4,8,0.500,0.500,0,1,0.000,0,1,1,2,0,1,1,0,8,carrojo01
1991,24,Bill Cartwright,C,33,CHI,17,17,511,70,135,0.519,0,0,,70,135,0.519,0.519,22,32,0.688,25,55,80,32,9,7,21,55,162,cartwbi01
1991,25,Cedric Ceballos,SF,21,PHO,3,0,24,7,12,0.583,0,0,,7,12,0.583,0.583,2,6,0.333,3,2,5,2,2,0,1,0,16,cebalce01
1991,26,Tom Chambers,PF,31,PHO,4,4,142,27,66,0.409,0,5,0.000,27,61,0.443,0.409,14,19,0.737,2,21,23,10,7,5,12,12,68,chambto01
1991,27,Maurice Cheeks*,PG,34,NYK,3,3,101,14,23,0.609,1,3,0.333,13,20,0.650,0.630,1,2,0.500,3,6,9,16,3,1,8,9,30,cheekma01
1991,28,Lester Conner,PG,31,MIL,1,0,7,1,1,1.000,0,0,,1,1,1.000,1.000,0,1,0.000,1,0,1,2,0,0,1,1,2,connele01
1991,29,Wayne Cooper,C,34,POR,3,0,13,1,2,0.500,0,0,,1,2,0.500,0.500,0,0,,1,4,5,1,0,0,1,2,2,coopewa01
1991,30,Dave Corzine,C,34,SEA,2,0,12,2,3,0.667,0,0,,2,3,0.667,0.667,1,1,1.000,0,1,1,0,0,0,0,1,5,corzida01
1991,31,Terry Cummings,PF,29,SAS,4,4,124,25,49,0.510,0,1,0.000,25,48,0.521,0.510,9,18,0.500,14,23,37,4,3,2,9,13,59,cummite01
1991,32,Adrian Dantley*,SF,35,MIL,3,0,19,1,7,0.143,0,0,,1,7,0.143,0.143,3,4,0.750,2,2,4,0,0,0,2,0,5,dantlad01
1991,33,Walter Davis*,SG,36,POR,13,0,111,19,48,0.396,0,1,0.000,19,47,0.404,0.396,5,6,0.833,7,8,15,6,4,0,7,5,43,daviswa03
1991,34,Vlade Divac*,C,22,LAL,19,19,609,97,172,0.564,1,6,0.167,96,166,0.578,0.567,57,71,0.803,49,78,127,21,27,41,41,65,252,divacvl01
1991,35,Greg Dreiling,C,28,IND,5,5,75,5,15,0.333,0,0,,5,15,0.333,0.333,4,6,0.667,8,10,18,0,0,0,3,17,14,dreilgr01
1991,36,Larry Drew,PG,32,LAL,18,0,116,14,33,0.424,3,11,0.273,11,22,0.500,0.470,4,6,0.667,0,8,8,21,0,0,9,17,35,drewla01
1991,37,Clyde Drexler*,SG,28,POR,16,16,633,128,269,0.476,15,56,0.268,113,213,0.531,0.504,76,98,0.776,40,89,129,129,34,16,61,56,347,drexlcl01
1991,38,Kevin Duckworth,C,26,POR,16,16,511,73,182,0.401,0,0,,73,182,0.401,0.401,41,56,0.732,40,67,107,14,8,8,39,53,187,duckwke01
1991,39,Joe Dumars*,SG,27,DET,15,15,588,105,245,0.429,17,42,0.405,88,203,0.433,0.463,82,97,0.845,21,29,50,62,16,1,17,33,309,dumarjo01
1991,40,Mark Eaton,C,34,UTA,9,9,255,16,31,0.516,0,0,,16,31,0.516,0.516,7,12,0.583,17,39,56,5,1,13,7,41,39,eatonma01
1991,41,Blue Edwards,SF,25,UTA,9,9,241,37,77,0.481,1,2,0.500,36,75,0.480,0.487,16,20,0.800,7,21,28,16,8,1,15,37,91,edwarbl01
1991,42,James Edwards,C,35,DET,15,11,345,61,150,0.407,0,0,,61,150,0.407,0.407,38,55,0.691,15,22,37,9,2,3,24,43,160,edwarja01
1991,43,Mario Elie,SF,27,GSW,9,7,197,28,56,0.500,1,1,1.000,27,55,0.491,0.509,27,32,0.844,17,15,32,13,5,1,10,32,84,eliema01
1991,44,Sean Elliott,SF,22,SAS,4,4,132,17,40,0.425,0,3,0.000,17,37,0.459,0.425,25,32,0.781,8,14,22,16,4,1,9,9,59,elliose01
1991,45,Patrick Ewing*,C,28,NYK,3,3,110,18,45,0.400,0,0,,18,45,0.400,0.400,14,18,0.778,2,28,30,6,1,5,11,12,50,ewingpa01
1991,46,Duane Ferrell,SF,25,ATL,5,0,73,8,18,0.444,0,0,,8,18,0.444,0.444,8,12,0.667,6,11,17,3,0,0,2,10,24,ferredu01
1991,47,Vern Fleming,PG,28,IND,5,0,115,18,40,0.450,0,1,0.000,18,39,0.462,0.450,11,14,0.786,10,7,17,23,1,3,8,10,47,flemive01
1991,48,Sleepy Floyd,PG,30,HOU,3,0,41,8,24,0.333,0,4,0.000,8,20,0.400,0.333,0,0,,0,2,2,7,2,1,7,4,16,floydsl01
1991,49,Kevin Gamble,SF,25,BOS,11,11,238,29,60,0.483,0,0,,29,60,0.483,0.483,8,12,0.667,3,10,13,19,4,2,7,24,66,gamblke01
1991,50,Armen Gilliam,PF,26,PHI,8,8,287,48,104,0.462,0,0,,48,104,0.462,0.462,39,46,0.848,14,38,52,10,5,6,15,16,135,gilliar01
1991,51,Horace Grant,PF,25,CHI,17,17,666,91,156,0.583,0,0,,91,156,0.583,0.583,44,60,0.733,56,82,138,38,15,6,20,45,226,grantho01
1991,52,Jeff Grayer,SG,25,MIL,3,0,37,5,13,0.385,0,0,,5,13,0.385,0.385,5,6,0.833,3,3,6,6,1,0,3,2,15,grayeje01
1991,53,A.C. Green,PF,27,LAL,19,1,400,41,97,0.423,4,8,0.500,37,89,0.416,0.443,38,54,0.704,46,56,102,9,12,3,19,37,124,greenac01
1991,54,Rickey Green,PG,36,PHI,8,8,199,24,55,0.436,3,4,0.750,21,51,0.412,0.464,8,9,0.889,1,8,9,22,7,0,13,9,59,greenri01
1991,55,Sidney Green,PF,30,SAS,3,0,11,3,6,0.500,0,0,,3,6,0.500,0.500,2,2,1.000,1,3,4,0,0,0,1,3,8,greensi02
1991,56,Dave Greenwood,PF,33,SAS,1,0,5,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,1,1,2,2,0,0,1,0,2,greenda01
1991,57,Darrell Griffith,SG,32,UTA,3,0,9,5,7,0.714,0,0,,5,7,0.714,0.714,0,0,,1,1,2,0,0,0,1,0,10,griffda01
1991,58,Tim Hardaway*,PG,24,GSW,9,9,396,90,185,0.486,17,48,0.354,73,137,0.533,0.532,30,38,0.789,5,28,33,101,28,7,25,22,227,hardati01
1991,59,Scott Hastings,PF,30,DET,10,0,35,3,6,0.500,2,4,0.500,1,2,0.500,0.667,0,0,,2,4,6,3,0,1,1,6,8,hastisc01
1991,60,Hersey Hawkins,SG,24,PHI,8,8,329,47,101,0.465,14,26,0.538,33,75,0.440,0.535,59,63,0.937,8,38,46,27,20,10,16,29,167,hawkihe01
1991,61,Gerald Henderson,PG,35,DET,10,1,40,4,16,0.250,0,3,0.000,4,13,0.308,0.250,0,0,,1,0,1,6,1,0,0,4,8,hendege01
1991,62,Steve Henson,PG,22,MIL,3,0,40,6,12,0.500,2,3,0.667,4,9,0.444,0.583,3,4,0.750,0,3,3,3,1,0,6,3,17,hensost01
1991,63,Rod Higgins,SF,31,GSW,9,3,214,26,61,0.426,8,26,0.308,18,35,0.514,0.492,23,28,0.821,9,20,29,18,2,8,7,28,83,higgiro01
1991,64,Sean Higgins,SF,22,SAS,3,0,13,0,2,0.000,0,0,,0,2,0.000,0.000,0,0,,0,0,0,1,0,0,0,1,0,higgise01
1991,65,Tyrone Hill,PF,22,GSW,9,0,80,9,14,0.643,0,1,0.000,9,13,0.692,0.643,4,6,0.667,7,16,23,2,3,4,2,25,22,hillty01
1991,66,Craig Hodges,SG,30,CHI,17,0,209,33,78,0.423,11,28,0.393,22,50,0.440,0.494,3,4,0.750,0,4,4,10,11,0,11,21,80,hodgecr01
1991,67,Dave Hoppen,C,26,PHI,3,0,9,3,3,1.000,0,0,,3,3,1.000,1.000,0,2,0.000,0,3,3,0,0,0,0,1,6,hoppeda01
1991,68,Dennis Hopson,SF,25,CHI,5,0,18,2,6,0.333,0,0,,2,6,0.333,0.333,4,9,0.444,2,2,4,1,0,1,1,2,8,hopsode01
1991,69,Jeff Hornacek,SG,27,PHO,4,4,145,22,51,0.431,3,6,0.500,19,45,0.422,0.461,26,28,0.929,3,22,25,8,3,2,3,13,73,hornaje01
1991,70,Jay Humphries,PG,28,MIL,3,3,123,17,32,0.531,2,5,0.400,15,27,0.556,0.563,9,10,0.900,2,4,6,25,2,0,6,17,45,humphja01
1991,71,Mark Jackson,PG,25,NYK,3,0,36,1,3,0.333,0,0,,1,3,0.333,0.333,0,0,,0,0,0,8,1,1,5,1,2,jacksma01
1991,72,Dave Jamerson,SG,23,HOU,2,0,21,5,13,0.385,0,1,0.000,5,12,0.417,0.385,6,6,1.000,1,2,3,4,1,0,1,4,16,jamerda01
1991,73,Avery Johnson,PG,25,SAS,3,0,19,0,5,0.000,0,1,0.000,0,4,0.000,0.000,2,2,1.000,0,0,0,4,1,0,0,3,2,johnsav01
1991,74,Buck Johnson,SF,27,HOU,3,3,86,10,28,0.357,0,0,,10,28,0.357,0.357,4,4,1.000,4,10,14,8,2,1,5,13,24,johnsbu01
1991,75,Eddie Johnson,SG,31,SEA,5,5,171,46,89,0.517,4,15,0.267,42,74,0.568,0.539,24,29,0.828,12,9,21,7,7,1,8,13,120,johnsed03
1991,76,Kevin Johnson,PG,24,PHO,4,4,146,16,53,0.302,1,7,0.143,15,46,0.326,0.311,18,30,0.600,2,11,13,39,2,1,12,9,51,johnske02
1991,77,Magic Johnson*,PG,31,LAL,19,19,823,118,268,0.440,21,71,0.296,97,197,0.492,0.479,157,178,0.882,23,131,154,240,23,0,77,43,414,johnsma02
1991,78,Vinnie Johnson,SG,34,DET,15,3,438,102,220,0.464,2,13,0.154,100,207,0.483,0.468,22,31,0.710,37,39,76,43,11,4,17,33,228,johnsvi01
1991,79,Michael Jordan*,SG,27,CHI,17,17,689,197,376,0.524,10,26,0.385,187,350,0.534,0.537,125,148,0.845,18,90,108,142,40,23,43,53,529,jordami01
1991,80,Shawn Kemp,PF,21,SEA,5,5,149,22,57,0.386,0,1,0.000,22,56,0.393,0.386,22,27,0.815,13,23,36,6,3,4,16,20,66,kempsh01
1991,81,Jerome Kersey,SF,28,POR,16,16,588,105,226,0.465,0,0,,105,226,0.465,0.465,76,101,0.752,52,59,111,49,28,7,17,68,286,kerseje01
1991,82,Stacey King,PF,24,CHI,11,0,86,8,27,0.296,0,1,0.000,8,26,0.308,0.296,7,11,0.636,9,13,22,2,1,1,9,15,23,kingst01
1991,83,Joe Kleine,C,29,BOS,5,1,31,4,9,0.444,0,0,,4,9,0.444,0.444,0,0,,5,6,11,1,0,0,2,7,8,kleinjo01
1991,84,Negele Knight,PG,23,PHO,4,0,56,13,26,0.500,1,3,0.333,12,23,0.522,0.519,5,7,0.714,1,3,4,9,1,0,4,7,32,knighne01
1991,85,Jon Koncak,C,27,ATL,5,5,133,4,14,0.286,0,0,,4,14,0.286,0.286,2,2,1.000,4,19,23,7,2,4,3,17,10,koncajo01
1991,86,Larry Krystkowiak,F-C,26,MIL,3,0,25,1,6,0.167,0,0,,1,6,0.167,0.167,0,0,,0,3,3,2,1,0,0,3,2,krystla01
1991,87,Bill Laimbeer,C,33,DET,15,15,446,66,148,0.446,5,17,0.294,61,131,0.466,0.463,27,31,0.871,42,80,122,19,5,12,17,54,164,laimbbi01
1991,88,Andrew Lang,C,24,PHO,4,0,55,6,11,0.545,0,0,,6,11,0.545,0.545,14,17,0.824,4,14,18,1,1,3,2,12,26,langan01
1991,89,Gary Leonard,C,23,ATL,2,0,5,2,2,1.000,0,0,,2,2,1.000,1.000,0,0,,0,2,2,0,0,0,0,0,4,leonaga01
1991,90,Cliff Levingston,PF,30,CHI,17,0,192,21,41,0.512,0,0,,21,41,0.512,0.512,3,6,0.500,22,19,41,7,10,7,2,28,45,levincl01
1991,91,Reggie Lewis,SG,25,BOS,11,11,462,95,195,0.487,0,4,0.000,95,191,0.497,0.487,56,68,0.824,18,50,68,32,12,6,20,33,246,lewisre01
1991,92,Alton Lister,C,32,GSW,6,5,72,12,25,0.480,0,0,,12,25,0.480,0.480,2,5,0.400,7,21,28,2,0,7,8,15,26,listeal01
1991,93,Brad Lohaus,PF,26,MIL,3,0,41,5,16,0.313,3,8,0.375,2,8,0.250,0.406,1,2,0.500,4,5,9,1,0,0,3,6,14,lohaubr01
1991,94,Rick Mahorn,C,32,PHI,8,8,208,20,36,0.556,0,0,,20,36,0.556,0.556,11,14,0.786,7,35,42,14,2,4,8,25,51,mahorri01
1991,95,Dan Majerle,SF,25,PHO,4,0,110,12,32,0.375,4,11,0.364,8,21,0.381,0.438,14,19,0.737,6,9,15,7,5,1,2,12,42,majerda01
1991,96,Jeff Malone,SG,29,UTA,9,9,351,71,144,0.493,0,2,0.000,71,142,0.500,0.493,44,48,0.917,7,28,35,29,9,1,12,22,186,malonje01
1991,97,Karl Malone*,PF,27,UTA,9,9,383,95,209,0.455,0,8,0.000,95,201,0.473,0.455,77,91,0.846,23,97,120,29,9,11,26,35,267,malonka01
1991,98,Moses Malone*,C,35,ATL,5,0,84,4,20,0.200,0,0,,4,20,0.200,0.200,13,14,0.929,16,15,31,3,2,1,2,4,21,malonmo01
1991,99,Šarūnas Marčiulionis*,SG,26,GSW,9,0,206,42,84,0.500,0,1,0.000,42,83,0.506,0.500,35,39,0.897,8,15,23,27,11,1,14,21,119,marcisa01
1991,100,Tony Massenburg,PF,23,SAS,1,0,1,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,masseto01
1991,101,Vernon Maxwell,SG,25,HOU,3,3,113,23,56,0.411,9,27,0.333,14,29,0.483,0.491,1,2,0.500,1,7,8,9,2,1,7,8,56,maxweve01
1991,102,Tim McCormick,C,28,ATL,2,0,13,2,7,0.286,0,0,,2,7,0.286,0.286,2,3,0.667,1,1,2,0,0,0,0,1,6,mccorti01
1991,103,Xavier McDaniel,SF,27,PHO,4,4,101,17,41,0.415,0,1,0.000,17,40,0.425,0.415,4,6,0.667,4,11,15,5,0,2,10,10,38,mcdanxa01
1991,104,Kevin McHale*,PF,33,BOS,11,1,376,78,148,0.527,6,11,0.545,72,137,0.526,0.547,66,80,0.825,18,54,72,20,5,14,14,42,228,mchalke01
1991,105,Derrick McKey,SF,24,SEA,4,0,114,16,28,0.571,0,1,0.000,16,27,0.593,0.571,6,11,0.545,7,16,23,8,3,0,6,13,38,mckeyde01
1991,106,Nate McMillan,SG,26,SEA,5,0,95,6,23,0.261,0,2,0.000,6,21,0.286,0.261,2,4,0.500,6,12,18,22,6,1,3,15,14,mcmilna01
1991,107,Scott Meents,PF,27,SEA,2,0,8,2,4,0.500,0,0,,2,4,0.500,0.500,0,1,0.000,0,1,1,0,1,0,0,1,4,meentsc01
1991,108,Reggie Miller*,SG,25,IND,5,5,193,34,70,0.486,8,19,0.421,26,51,0.510,0.543,32,37,0.865,5,11,16,14,8,2,12,14,108,millere01
1991,109,Paul Mokeski,C,34,GSW,3,0,8,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,2,2,1,1,0,1,4,2,mokespa01
1991,110,Sidney Moncrief*,SG,33,ATL,5,0,91,11,22,0.500,1,6,0.167,10,16,0.625,0.523,13,16,0.813,6,10,16,2,3,0,3,16,36,moncrsi01
1991,111,Chris Mullin*,SF,27,GSW,8,8,366,69,131,0.527,9,13,0.692,60,118,0.508,0.561,43,50,0.860,9,49,58,23,15,12,25,23,190,mullich01
1991,112,Jerrod Mustaf,PF,21,NYK,3,0,22,4,5,0.800,0,0,,4,5,0.800,0.800,4,5,0.800,3,2,5,0,0,1,1,2,12,mustaje01
1991,113,Ed Nealy,PF,30,PHO,2,0,20,1,5,0.200,0,1,0.000,1,4,0.250,0.200,0,0,,2,3,5,0,0,0,1,2,2,nealyed01
1991,114,Charles Oakley,PF,27,NYK,3,3,100,10,21,0.476,0,0,,10,21,0.476,0.476,3,6,0.500,15,16,31,3,2,1,7,13,23,oaklech01
1991,115,Hakeem Olajuwon*,C,28,HOU,3,3,129,26,45,0.578,0,1,0.000,26,44,0.591,0.578,14,17,0.824,12,32,44,6,4,8,8,11,66,olajuha01
1991,116,Brian Oliver,SG,22,PHI,4,0,15,2,6,0.333,0,0,,2,6,0.333,0.333,2,2,1.000,0,0,0,1,1,0,0,4,6,olivebr01
1991,117,Walter Palmer,C,22,UTA,2,0,6,1,4,0.250,0,0,,1,4,0.250,0.250,0,0,,0,1,1,0,0,0,1,3,2,palmewa01
1991,118,Robert Parish*,C,37,BOS,10,10,296,58,97,0.598,0,0,,58,97,0.598,0.598,42,61,0.689,33,59,92,6,8,7,16,34,158,parisro01
1991,119,John Paxson,PG,30,CHI,17,17,487,62,117,0.530,2,14,0.143,60,103,0.583,0.538,14,14,1.000,2,21,23,53,11,0,6,32,140,paxsojo01
1991,120,Gary Payton*,PG,22,SEA,5,5,135,11,27,0.407,0,1,0.000,11,26,0.423,0.407,2,2,1.000,5,8,13,32,8,1,9,16,24,paytoga01
1991,121,Will Perdue,C,25,CHI,17,0,198,29,53,0.547,0,0,,29,53,0.547,0.547,12,22,0.545,32,33,65,4,2,8,14,41,70,perduwi01
1991,122,Sam Perkins,PF,29,LAL,19,19,752,121,221,0.548,11,30,0.367,110,191,0.576,0.572,83,109,0.761,41,116,157,33,15,27,37,69,336,perkisa01
1991,123,Chuck Person,SF,26,IND,5,5,192,48,90,0.533,17,31,0.548,31,59,0.525,0.628,17,21,0.810,3,25,28,16,5,0,12,15,130,persoch01
1991,124,Jim Petersen,C,28,GSW,9,4,117,12,17,0.706,0,0,,12,17,0.706,0.706,5,8,0.625,4,23,27,3,2,4,2,35,29,peterji01
1991,125,Ricky Pierce,SG,31,SEA,5,0,112,19,57,0.333,3,10,0.300,16,47,0.340,0.360,16,17,0.941,6,8,14,4,4,1,11,12,57,piercri01
1991,126,Ed Pinckney,PF,27,BOS,11,0,170,16,21,0.762,0,0,,16,21,0.762,0.762,17,21,0.810,23,17,40,2,6,2,2,17,49,pincked01
1991,127,Scottie Pippen*,SF,25,CHI,17,17,704,142,282,0.504,4,17,0.235,138,265,0.521,0.511,80,101,0.792,37,114,151,99,42,19,55,58,368,pippesc01
1991,128,Terry Porter,PG,27,POR,16,16,595,102,204,0.500,17,47,0.362,85,157,0.541,0.542,68,79,0.861,8,36,44,105,24,1,32,32,289,portete01
1991,129,Paul Pressey,SG,32,SAS,4,0,124,13,32,0.406,1,4,0.250,12,28,0.429,0.422,6,9,0.667,5,6,11,16,8,3,6,15,33,presspa01
1991,130,Brian Quinnett,SG,24,NYK,3,0,36,4,8,0.500,1,3,0.333,3,5,0.600,0.563,0,0,,0,1,1,3,1,0,2,2,9,quinnbr01
1991,131,Kurt Rambis,PF,32,PHO,4,0,53,2,5,0.400,0,0,,2,5,0.400,0.400,0,0,,8,6,14,4,5,1,4,6,4,rambiku01
1991,132,Robert Reid,SF,35,PHI,7,0,41,3,9,0.333,0,1,0.000,3,8,0.375,0.333,0,0,,1,7,8,2,1,0,2,7,6,reidro01
1991,133,Mitch Richmond*,SG,25,GSW,9,9,372,85,169,0.503,8,24,0.333,77,145,0.531,0.527,23,24,0.958,10,37,47,22,5,6,17,28,201,richmmi01
1991,134,Doc Rivers,PG,29,ATL,5,5,173,30,64,0.469,1,11,0.091,29,53,0.547,0.477,17,19,0.895,6,14,20,15,5,2,4,14,78,riverdo01
1991,135,Fred Roberts,PF,30,MIL,3,3,103,16,35,0.457,0,1,0.000,16,34,0.471,0.457,2,2,1.000,4,11,15,7,2,1,5,5,34,roberfr01
1991,136,Alvin Robertson,SG,28,MIL,3,3,118,29,49,0.592,3,9,0.333,26,40,0.650,0.622,10,13,0.769,7,11,18,15,8,0,10,12,71,roberal01
1991,137,Clifford Robinson,PF,24,POR,16,0,354,63,117,0.538,1,3,0.333,62,114,0.544,0.543,38,69,0.551,24,39,63,18,7,16,25,47,165,robincl02
1991,138,David Robinson*,C,25,SAS,4,4,166,35,51,0.686,0,1,0.000,35,50,0.700,0.686,33,38,0.868,11,43,54,8,6,15,15,11,103,robinda01
1991,139,Rumeal Robinson,PG,24,ATL,2,0,13,1,4,0.250,0,0,,1,4,0.250,0.250,0,0,,0,1,1,1,1,0,4,1,2,robinru01
1991,140,Dennis Rodman*,SF,29,DET,15,14,495,41,91,0.451,2,9,0.222,39,82,0.476,0.462,10,24,0.417,67,110,177,14,11,10,13,55,94,rodmade01
1991,141,Tree Rollins,C,35,DET,6,0,32,2,2,1.000,0,0,,2,2,1.000,1.000,0,0,,1,2,3,0,1,1,2,6,4,rollitr01
1991,142,Delaney Rudd,PG,28,UTA,9,0,58,9,21,0.429,4,12,0.333,5,9,0.556,0.524,2,4,0.500,2,0,2,17,3,0,3,6,24,ruddde01
1991,143,John Salley,PF,26,DET,15,0,308,38,70,0.543,0,0,,38,70,0.543,0.543,36,60,0.600,20,42,62,11,6,20,13,58,112,sallejo01
1991,144,Mike Sanders,SF,30,IND,5,0,41,6,10,0.600,1,2,0.500,5,8,0.625,0.650,2,4,0.500,0,4,4,4,4,2,1,9,15,sandemi01
1991,145,Danny Schayes,C,31,MIL,3,3,71,9,23,0.391,0,1,0.000,9,22,0.409,0.391,10,11,0.909,4,8,12,3,3,1,6,8,28,schayda01
1991,146,Detlef Schrempf,PF,28,IND,5,0,179,27,57,0.474,0,4,0.000,27,53,0.509,0.474,25,30,0.833,10,26,36,11,2,0,11,17,79,schrede01
1991,147,Byron Scott,SG,29,LAL,18,18,678,95,186,0.511,20,38,0.526,75,148,0.507,0.565,27,34,0.794,13,44,57,29,23,4,17,53,237,scottby01
1991,148,Brian Shaw,PG,24,BOS,11,11,316,47,100,0.470,1,3,0.333,46,97,0.474,0.475,26,30,0.867,8,30,38,51,10,1,25,34,121,shawbr01
1991,149,Jack Sikma*,C,35,MIL,3,0,51,6,15,0.400,1,2,0.500,5,13,0.385,0.433,1,2,0.500,3,9,12,6,5,1,3,4,14,sikmaja01
1991,150,Derek Smith,SF,29,BOS,10,0,86,9,21,0.429,0,1,0.000,9,20,0.450,0.429,11,14,0.786,2,7,9,5,3,1,8,20,29,smithde02
1991,151,Kenny Smith,PG,25,HOU,3,3,113,18,38,0.474,2,4,0.500,16,34,0.471,0.500,8,9,0.889,4,4,8,24,4,1,6,5,46,smithke01
1991,152,Larry Smith,PF,33,HOU,3,0,57,1,4,0.250,0,1,0.000,1,3,0.333,0.250,0,1,0.000,6,7,13,4,1,1,2,11,2,smithla01
1991,153,Michael Smith,PF,25,BOS,2,0,6,1,2,0.500,0,1,0.000,1,1,1.000,0.500,0,0,,0,0,0,1,0,0,0,2,2,smithmi01
1991,154,Tony Smith,SG,22,LAL,7,0,40,6,13,0.462,0,0,,6,13,0.462,0.462,2,3,0.667,3,0,3,2,1,0,6,6,14,smithto02
1991,155,Rik Smits,C,24,IND,5,0,88,21,37,0.568,0,0,,21,37,0.568,0.568,7,8,0.875,4,14,18,2,1,7,5,23,49,smitsri01
1991,156,John Starks,SG,25,NYK,3,0,28,2,5,0.400,0,0,,2,5,0.400,0.400,2,2,1.000,1,2,3,6,0,0,6,4,6,starkjo01
1991,157,John Stockton*,PG,28,UTA,9,9,373,58,108,0.537,11,27,0.407,47,81,0.580,0.588,37,44,0.841,10,32,42,124,20,2,32,33,164,stockjo01
1991,158,Rod Strickland,PG,24,SAS,4,4,168,29,67,0.433,0,6,0.000,29,61,0.475,0.433,17,21,0.810,5,16,21,35,9,0,13,14,75,stricro02
1991,159,Terry Teagle,SG,30,LAL,18,1,274,47,125,0.376,0,0,,47,125,0.376,0.376,25,32,0.781,8,20,28,11,8,4,16,31,119,teaglte01
1991,160,Irving Thomas,PF,25,LAL,3,0,5,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,0,0,0,0,0,0,0,2,thomair01
1991,161,Isiah Thomas*,PG,29,DET,13,11,436,60,149,0.403,6,22,0.273,54,127,0.425,0.423,50,69,0.725,13,41,54,111,13,2,41,41,176,thomais01
